항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)",2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,89,"1,178","1,799",971,"1,204",,24, 
  당기순이익(지배)＜당기＞,2.0,161.8,247.1,133.4,165.4,, , 
  보통주수정평균발행주식수＜당기＞,"2,257,482","13,733,015","13,733,015","13,733,015","13,733,015",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"23,552","24,771","25,991","26,718","26,982",,1, 
  자본총계(지배)＜당기＞,"3,234.0","3,401.5","3,568.9","3,668.7","3,705.0",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"13,731,417","13,731,417","13,731,417","13,731,417","13,731,417",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"1,040","1,641","1,603","1,093",533,,-51, 
  영업활동현금흐름＜당기＞,23.5,225.3,220.1,150.1,73.1,, , 
  보통주수정평균발행주식수＜당기＞,"2,257,482","13,733,015","13,733,015","13,733,015","13,733,015",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"12,557","11,746","11,359","10,425","13,075",,25, 
  매출액＜당기＞,283.5,"1,613.1","1,559.9","1,431.7","1,795.6",, , 
  보통주수정평균발행주식수＜당기＞,"2,257,482","13,733,015","13,733,015","13,733,015","13,733,015",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,114.15,10.78,6.86,10.17,10.21,,0.39, 
  보통주수정주가(기말)＜당기＞,"10,150","12,700","12,350","9,880","12,300","12,650", , 
  EPS＜당기＞,89,"1,178","1,799",971,"1,204",, , 
펼치기 PBR,0.43,0.51,0.48,0.37,0.46,,23.28, 
  보통주수정주가(기말)＜당기＞,"10,150","12,700","12,350","9,880","12,300","12,650", , 
  BPS＜당기＞,"23,552","24,771","25,991","26,718","26,982",, , 
펼치기 PCR,9.76,7.74,7.71,9.04,23.09,,155.46, 
  보통주수정주가(기말)＜당기＞,"10,150","12,700","12,350","9,880","12,300","12,650", , 
  CPS＜당기＞,"1,040","1,641","1,603","1,093",533,, , 
펼치기 PSR,0.81,1.08,1.09,0.95,0.94,,-0.74, 
  보통주수정주가(기말)＜당기＞,"10,150","12,700","12,350","9,880","12,300","12,650", , 
  SPS＜당기＞,"12,557","11,746","11,359","10,425","13,075",, , 
펼치기 EV/EBITDA,50.71,8.95,5.93,5.07,8.32,,63.93, 
  EV＜당기＞,"1,285.7","1,661.8","1,359.2","1,018.9","1,442.9",, , 
  EBITDA＜당기＞,25.4,185.7,229.2,200.9,173.5,, , 
펼치기 DPS,0,300,500,800,"1,000",,25, 
  현금DPS,0,300,500,800,"1,000",, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,2.36,4.05,8.10,8.13,,0.03, 
  현금배당성향(%),0.00,25.46,27.79,82.38,83.03,,0.65, 
