항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-45,60,185,108,134,,25, 
  당기순이익(지배)＜당기＞,-19.5,26.1,80.1,46.7,58.2,, , 
  보통주수정평균발행주식수＜당기＞,"43,337,615","43,337,615","43,337,615","43,337,615","43,337,615","43,337,615", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,032","2,078","2,255","2,362","2,486",,5, 
  자본총계(지배)＜당기＞,880.7,900.7,977.1,"1,023.5","1,077.4",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"43,337,615","43,337,615","43,337,615","43,337,615","43,337,615",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,153,-88,473,122,-59,,-148, 
  영업활동현금흐름＜당기＞,66.5,-38.2,205.0,52.7,-25.4,, , 
  보통주수정평균발행주식수＜당기＞,"43,337,615","43,337,615","43,337,615","43,337,615","43,337,615","43,337,615", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,343","2,597","3,043","2,851","3,163",,11, 
  매출액＜당기＞,"1,015.6","1,125.6","1,318.6","1,235.5","1,370.9",, , 
  보통주수정평균발행주식수＜당기＞,"43,337,615","43,337,615","43,337,615","43,337,615","43,337,615","43,337,615", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,43.53,12.33,18.64,19.14,,2.70, 
  보통주수정주가(기말)＜당기＞,"2,590","2,620","2,280","2,010","2,570","3,645", , 
  EPS＜당기＞,-45,60,185,108,134,, , 
펼치기 PBR,1.27,1.26,1.01,0.85,1.03,,21.46, 
  보통주수정주가(기말)＜당기＞,"2,590","2,620","2,280","2,010","2,570","3,645", , 
  BPS＜당기＞,"2,032","2,078","2,255","2,362","2,486",, , 
펼치기 PCR,16.89,-29.76,4.82,16.53,-43.92,,-365.70, 
  보통주수정주가(기말)＜당기＞,"2,590","2,620","2,280","2,010","2,570","3,645", , 
  CPS＜당기＞,153,-88,473,122,-59,, , 
펼치기 PSR,1.11,1.01,0.75,0.71,0.81,,15.23, 
  보통주수정주가(기말)＜당기＞,"2,590","2,620","2,280","2,010","2,570","3,645", , 
  SPS＜당기＞,"2,343","2,597","3,043","2,851","3,163",, , 
펼치기 EV/EBITDA,25.67,19.85,6.30,6.29,11.92,,89.59, 
  EV＜당기＞,935.2,"1,016.3",568.5,368.5,535.8,, , 
  EBITDA＜당기＞,36.4,51.2,90.3,58.6,44.9,, , 
펼치기 DPS,0,0,15,15,10,,-33, 
  현금DPS,0,0,15,15,10,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.66,0.75,0.39,,-0.36, 
  현금배당성향(%),0.00,0.00,8.11,13.91,7.45,,-6.46, 
