항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,557,375,638,830,"1,260",,52, 
  당기순이익(지배)＜당기＞,87.1,58.7,99.8,129.9,197.0,, , 
  보통주수정평균발행주식수＜당기＞,"15,637,042","15,637,042","15,637,042","15,637,042","15,637,042",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"7,090","7,351","7,864","8,556","9,658",,13, 
  자본총계(지배)＜당기＞,"1,084.4","1,124.2","1,202.7","1,308.5","1,477.1",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"15,294,020","15,294,020","15,294,020","15,294,020","15,294,020",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,187,618,"1,207","1,414",-60,,-104, 
  영업활동현금흐름＜당기＞,29.2,96.7,188.7,221.1,-9.4,, , 
  보통주수정평균발행주식수＜당기＞,"15,637,042","15,637,042","15,637,042","15,637,042","15,637,042",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"15,111","14,275","13,090","13,318","17,190",,29, 
  매출액＜당기＞,"2,363.0","2,232.1","2,046.9","2,082.5","2,688.0",, , 
  보통주수정평균발행주식수＜당기＞,"15,637,042","15,637,042","15,637,042","15,637,042","15,637,042",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,7.50,10.67,6.67,10.72,12.94,,20.76, 
  보통주수정주가(기말)＜당기＞,"4,175","4,005","4,255","8,900","16,300","15,750", , 
  EPS＜당기＞,557,375,638,830,"1,260",, , 
펼치기 PBR,0.59,0.54,0.54,1.04,1.69,,62.24, 
  보통주수정주가(기말)＜당기＞,"4,175","4,005","4,255","8,900","16,300","15,750", , 
  BPS＜당기＞,"7,090","7,351","7,864","8,556","9,658",, , 
펼치기 PCR,22.34,6.48,3.53,6.29,-270.62,,"-4,399.68", 
  보통주수정주가(기말)＜당기＞,"4,175","4,005","4,255","8,900","16,300","15,750", , 
  CPS＜당기＞,187,618,"1,207","1,414",-60,, , 
펼치기 PSR,0.28,0.28,0.33,0.67,0.95,,41.89, 
  보통주수정주가(기말)＜당기＞,"4,175","4,005","4,255","8,900","16,300","15,750", , 
  SPS＜당기＞,"15,111","14,275","13,090","13,318","17,190",, , 
펼치기 EV/EBITDA,5.88,7.04,4.29,7.09,10.31,,45.52, 
  EV＜당기＞,854.8,844.3,807.0,"1,513.4","2,878.4",, , 
  EBITDA＜당기＞,145.5,120.0,188.3,213.5,279.1,, , 
펼치기 DPS,140,120,150,180,230,,28, 
  현금DPS,140,120,150,180,230,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,3.35,3.00,3.53,2.02,1.41,,-0.61, 
  현금배당성향(%),24.59,31.26,22.99,21.20,17.86,,-3.34, 
