항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,943,"1,072","1,077","1,562","3,685","3,798",136,3
  당기순이익(지배)＜당기＞,277.4,315.4,316.9,459.6,"1,187.5","1,391.5", , 
  보통주수정평균발행주식수＜당기＞,"29,423,000","29,423,000","29,423,000","29,423,000","32,228,400","36,634,063", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"20,062","21,963","22,490","23,931","33,557","37,753",40,13
  자본총계(지배)＜당기＞,"5,903.0","6,462.1","6,617.3","7,041.2","12,293.4","13,830.3", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"29,423,000","29,423,000","29,423,000","29,423,000","36,634,063","36,634,063", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"-15,087","-12,696","-10,000",849,"1,199","31,706",41,"2,545"
  영업활동현금흐름＜당기＞,"-4,439.1","-3,735.5","-2,942.3",249.9,386.4,"7,151.8", , 
  보통주수정평균발행주식수＜당기＞,"29,423,000","29,423,000","29,423,000","29,423,000","32,228,400","36,634,063", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"60,401","63,428","69,694","76,541","75,172","71,947",-2,-4
  매출액＜당기＞,"17,771.7","18,662.5","20,506.0","22,520.7","24,226.6","26,357.0", , 
  보통주수정평균발행주식수＜당기＞,"29,423,000","29,423,000","29,423,000","29,423,000","32,228,400","36,634,063", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,,,10.34,10.25, ,-0.83
  보통주수정주가(기말)＜당기＞,,,,,"38,100","38,950", , 
  EPS＜당기＞,943,"1,072","1,077","1,562","3,685","3,798", , 
펼치기 PBR,0.00,0.00,0.00,0.00,1.14,1.03, ,-9.13
  보통주수정주가(기말)＜당기＞,,,,,"38,100","38,950", , 
  BPS＜당기＞,"20,062","21,963","22,490","23,931","33,557","37,753", , 
펼치기 PCR,,,,,31.78,1.23, ,-96.13
  보통주수정주가(기말)＜당기＞,,,,,"38,100","38,950", , 
  CPS＜당기＞,"-15,087","-12,696","-10,000",849,"1,199","31,706", , 
펼치기 PSR,,,,,0.51,0.54, ,6.81
  보통주수정주가(기말)＜당기＞,,,,,"38,100","38,950", , 
  SPS＜당기＞,"60,401","63,428","69,694","76,541","75,172","71,947", , 
펼치기 EV/EBITDA,,,,,4.16,3.82, ,-8.10
  EV＜당기＞,,,,,"50,167.8","49,848.8", , 
  EBITDA＜당기＞,"8,086.7","8,539.5","10,057.5","10,986.8","12,061.9","13,041.5", , 
펼치기 DPS,0,0,72,120,900,,650, 
  현금DPS,0,0,72,120,900,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,,,2.36,2.51, ,0.14
  현금배당성향(%),0.00,0.00,6.69,7.68,27.76,25.70,20.08,-2.07
