항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,348,513,469,367,529,,44, 
  당기순이익(지배)＜당기＞,50.2,73.9,67.6,52.8,76.2,, , 
  보통주수정평균발행주식수＜당기＞,"14,400,000","14,400,000","14,400,000","14,400,000","14,400,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"9,032","9,454","9,851","10,157","10,683",,5, 
  자본총계(지배)＜당기＞,"1,300.6","1,361.4","1,418.6","1,462.6","1,538.3",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"14,400,000","14,400,000","14,400,000","14,400,000","14,400,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,265,715,"1,010",884,-913,,-203, 
  영업활동현금흐름＜당기＞,38.1,102.9,145.4,127.3,-131.4,, , 
  보통주수정평균발행주식수＜당기＞,"14,400,000","14,400,000","14,400,000","14,400,000","14,400,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"12,330","12,865","13,297","12,237","14,385",,18, 
  매출액＜당기＞,"1,775.5","1,852.5","1,914.8","1,762.1","2,071.4",, , 
  보통주수정평균발행주식수＜당기＞,"14,400,000","14,400,000","14,400,000","14,400,000","14,400,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,15.05,8.38,9.70,13.32,8.94,,-32.92, 
  보통주수정주가(기말)＜당기＞,"5,240","4,300","4,550","4,885","4,730","5,940", , 
  EPS＜당기＞,348,513,469,367,529,, , 
펼치기 PBR,0.58,0.45,0.46,0.48,0.44,,-7.94, 
  보통주수정주가(기말)＜당기＞,"5,240","4,300","4,550","4,885","4,730","5,940", , 
  BPS＜당기＞,"9,032","9,454","9,851","10,157","10,683",, , 
펼치기 PCR,19.81,6.02,4.51,5.53,-5.18,,-193.80, 
  보통주수정주가(기말)＜당기＞,"5,240","4,300","4,550","4,885","4,730","5,940", , 
  CPS＜당기＞,265,715,"1,010",884,-913,, , 
펼치기 PSR,0.42,0.33,0.34,0.40,0.33,,-17.63, 
  보통주수정주가(기말)＜당기＞,"5,240","4,300","4,550","4,885","4,730","5,940", , 
  SPS＜당기＞,"12,330","12,865","13,297","12,237","14,385",, , 
펼치기 EV/EBITDA,8.94,5.86,6.46,8.91,10.29,,15.48, 
  EV＜당기＞,"1,110.9",959.2,944.1,931.2,"1,061.2",, , 
  EBITDA＜당기＞,124.3,163.7,146.2,104.5,103.1,, , 
펼치기 DPS,40,40,40,40,40,,0, 
  현금DPS,40,40,40,40,40,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.76,0.93,0.88,0.82,0.85,,0.03, 
  현금배당성향(%),11.49,7.80,8.52,10.91,7.56,,-3.35, 
