항목,"2017/12
(IFRS별도)",2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-43,-546,-937,-910,-276,,70, 
  당기순이익(지배)＜당기＞,-7.4,-112.9,-229.2,-287.9,-106.1,, , 
  보통주수정평균발행주식수＜당기＞,"17,060,868","20,685,011","24,467,560","31,647,609","38,438,585","42,165,289", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,277","3,056","2,662","2,013","2,559",,27, 
  자본총계(지배)＜당기＞,628.5,687.8,756.7,658.2,"1,076.2",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"19,175,240","22,504,161","28,428,277","32,693,762","42,059,977","42,159,977", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,35,28,-262,-411,-155,,62, 
  영업활동현금흐름＜당기＞,6.0,5.7,-64.2,-130.0,-59.6,, , 
  보통주수정평균발행주식수＜당기＞,"17,060,868","20,685,011","24,467,560","31,647,609","38,438,585","42,165,289", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,919,640,"1,227","1,118","1,172",,5, 
  매출액＜당기＞,156.9,132.4,300.3,353.8,450.5,, , 
  보통주수정평균발행주식수＜당기＞,"17,060,868","20,685,011","24,467,560","31,647,609","38,438,585","42,165,289", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,"-1,230.75", 
  보통주수정주가(기말)＜당기＞,"4,275","6,100","8,090","5,400","21,800","7,670", , 
  EPS＜당기＞,-43,-546,-937,-910,-276,, , 
펼치기 PBR,1.30,2.00,3.04,2.68,8.52,,217.66, 
  보통주수정주가(기말)＜당기＞,"4,275","6,100","8,090","5,400","21,800","7,670", , 
  BPS＜당기＞,"3,277","3,056","2,662","2,013","2,559",, , 
펼치기 PCR,121.81,220.32,-30.85,-13.15,-140.60,,-969.35, 
  보통주수정주가(기말)＜당기＞,"4,275","6,100","8,090","5,400","21,800","7,670", , 
  CPS＜당기＞,35,28,-262,-411,-155,, , 
펼치기 PSR,4.65,9.53,6.59,4.83,18.60,,285.08, 
  보통주수정주가(기말)＜당기＞,"4,275","6,100","8,090","5,400","21,800","7,670", , 
  SPS＜당기＞,919,640,"1,227","1,118","1,172",, , 
펼치기 EV/EBITDA,"5,385.92",-39.41,27.53,-20.49,-129.69,,-532.98, 
  EV＜당기＞,640.0,"1,227.8","2,320.7","1,874.1","9,100.3",, , 
  EBITDA＜당기＞,0.1,-31.2,84.3,-91.5,-70.2,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
