항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-19,129","-88,339","5,184",940,"-1,679",,-279, 
  당기순이익(지배)＜당기＞,"-2,780.1","-12,838.5","3,057.5",783.0,"-1,398.3",, , 
  보통주수정평균발행주식수＜당기＞,"14,533,139","14,533,139","58,979,466","83,274,281","83,274,281",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"39,776","-48,707","2,943","3,844","5,189",,35, 
  자본총계(지배)＜당기＞,"5,779.1","-7,076.7","2,450.9","3,200.6","4,320.7",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"14,529,047","14,529,068","83,268,340","83,268,340","83,268,340",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"26,523","28,913","2,644","3,176","-1,329",,-142, 
  영업활동현금흐름＜당기＞,"3,854.6","4,202.0","1,559.3","2,644.5","-1,106.3",, , 
  보통주수정평균발행주식수＜당기＞,"14,533,139","14,533,139","58,979,466","83,274,281","83,274,281",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"113,372","116,827","27,616","20,364","20,493",,1, 
  매출액＜당기＞,"16,476.5","16,978.7","16,287.5","16,958.2","17,065.3",, , 
  보통주수정평균발행주식수＜당기＞,"14,533,139","14,533,139","58,979,466","83,274,281","83,274,281",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,N/A,N/A,0.96,7.78,N/A,,-161.51, 
  보통주수정주가(기말)＜당기＞,"16,560","8,280","4,985","7,320","8,040","7,700", , 
  EPS＜당기＞,"-19,129","-88,339","5,184",940,"-1,679",, , 
펼치기 PBR,0.42,N/A,1.69,1.90,1.55,,-18.64, 
  보통주수정주가(기말)＜당기＞,"16,560","8,280","4,985","7,320","8,040","7,700", , 
  BPS＜당기＞,"39,776","-48,707","2,943","3,844","5,189",, , 
펼치기 PCR,0.62,0.29,1.89,2.31,-6.05,,-362.55, 
  보통주수정주가(기말)＜당기＞,"16,560","8,280","4,985","7,320","8,040","7,700", , 
  CPS＜당기＞,"26,523","28,913","2,644","3,176","-1,329",, , 
펼치기 PSR,0.15,0.07,0.18,0.36,0.39,,9.15, 
  보통주수정주가(기말)＜당기＞,"16,560","8,280","4,985","7,320","8,040","7,700", , 
  SPS＜당기＞,"113,372","116,827","27,616","20,364","20,493",, , 
펼치기 EV/EBITDA,31.58,25.51,12.11,16.51,-15.01,,-190.93, 
  EV＜당기＞,"26,450.1","15,736.2","12,732.2","11,796.1","13,445.4",, , 
  EBITDA＜당기＞,837.5,616.8,"1,051.3",714.5,-895.6,, , 
펼치기 DPS,0,0,,,,, , 
  현금DPS,0,0,,,,, , 
  주식DPS,0,0,,,,, , 
  현금배당수익률,0.00,0.00,,,,, , 
  현금배당성향(%),,0.00,0.00,0.00,,, , 
