항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,692,494,546,558,768,,38, 
  당기순이익(지배)＜당기＞,110.7,79.1,87.4,89.3,122.9,, , 
  보통주수정평균발행주식수＜당기＞,"16,000,000","16,000,000","16,000,000","16,000,000","16,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"8,721","9,127","9,613","10,087","10,991",,9, 
  자본총계(지배)＜당기＞,"1,395.4","1,460.2","1,538.1","1,613.8","1,758.6",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"16,000,000","16,000,000","16,000,000","16,000,000","16,000,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,401,286,860,"1,084",333,,-69, 
  영업활동현금흐름＜당기＞,64.1,45.8,137.6,173.5,53.3,, , 
  보통주수정평균발행주식수＜당기＞,"16,000,000","16,000,000","16,000,000","16,000,000","16,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"14,148","14,751","14,770","14,436","17,026",,18, 
  매출액＜당기＞,"2,263.7","2,360.2","2,363.2","2,309.8","2,724.2",, , 
  보통주수정평균발행주식수＜당기＞,"16,000,000","16,000,000","16,000,000","16,000,000","16,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,7.47,8.07,8.40,11.20,7.46,,-33.39, 
  보통주수정주가(기말)＜당기＞,"5,170","3,990","4,590","6,250","5,730","6,220", , 
  EPS＜당기＞,692,494,546,558,768,, , 
펼치기 PBR,0.59,0.44,0.48,0.62,0.52,,-15.87, 
  보통주수정주가(기말)＜당기＞,"5,170","3,990","4,590","6,250","5,730","6,220", , 
  BPS＜당기＞,"8,721","9,127","9,613","10,087","10,991",, , 
펼치기 PCR,12.90,13.95,5.34,5.76,17.19,,198.32, 
  보통주수정주가(기말)＜당기＞,"5,170","3,990","4,590","6,250","5,730","6,220", , 
  CPS＜당기＞,401,286,860,"1,084",333,, , 
펼치기 PSR,0.37,0.27,0.31,0.43,0.34,,-22.27, 
  보통주수정주가(기말)＜당기＞,"5,170","3,990","4,590","6,250","5,730","6,220", , 
  SPS＜당기＞,"14,148","14,751","14,770","14,436","17,026",, , 
펼치기 EV/EBITDA,5.99,5.90,6.38,6.75,6.18,,-8.47, 
  EV＜당기＞,"1,156.6",993.0,"1,166.6","1,363.9","1,353.1",, , 
  EBITDA＜당기＞,193.1,168.3,183.0,201.9,218.9,, , 
펼치기 DPS,50,50,50,50,50,,0, 
  현금DPS,50,50,50,50,50,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.97,1.25,1.09,0.80,0.87,,0.07, 
  현금배당성향(%),7.22,10.12,9.15,8.96,6.51,,-2.45, 
