항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,888",-666,"1,236","3,727","2,857","3,906",-23,37
  당기순이익(지배)＜당기＞,249.8,-88.1,163.6,493.1,377.9,516.7, , 
  보통주수정평균발행주식수＜당기＞,"13,228,966","13,228,966","13,228,966","13,228,966","13,228,966","13,228,966", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"28,579","24,076","26,881","26,064","30,061","34,946",15,16
  자본총계(지배)＜당기＞,"3,617.8","3,047.8","3,402.8","3,130.6","3,610.7","4,197.3", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"12,658,966","12,658,966","12,658,966","12,010,966","12,010,966","12,010,966", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"3,669","-3,163","10,627","10,646","-26,063","4,452",-345,117
  영업활동현금흐름＜당기＞,485.3,-418.5,"1,405.8","1,408.3","-3,447.9",-596.0, , 
  보통주수정평균발행주식수＜당기＞,"13,228,966","13,228,966","13,228,966","13,228,966","13,228,966","13,228,966", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"325,494","356,340","322,274","217,771","285,925","369,182",31,29
  매출액＜당기＞,"43,059.6","47,140.1","42,633.6","28,808.9","37,825.0","48,839.0", , 
  보통주수정평균발행주식수＜당기＞,"13,228,966","13,228,966","13,228,966","13,228,966","13,228,966","13,228,966", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,10.33,N/A,14.48,4.28,5.88,4.83,37.43,-17.93
  보통주수정주가(기말)＜당기＞,"19,500","28,100","17,900","15,950","16,800","18,850", , 
  EPS＜당기＞,"1,888",-666,"1,236","3,727","2,857","3,906", , 
펼치기 PBR,0.68,1.17,0.67,0.61,0.56,0.54,-8.68,-3.48
  보통주수정주가(기말)＜당기＞,"19,500","28,100","17,900","15,950","16,800","18,850", , 
  BPS＜당기＞,"28,579","24,076","26,881","26,064","30,061","34,946", , 
펼치기 PCR,5.32,-8.88,1.68,1.50,-0.64,4.23,-143.02,756.82
  보통주수정주가(기말)＜당기＞,"19,500","28,100","17,900","15,950","16,800","18,850", , 
  CPS＜당기＞,"3,669","-3,163","10,627","10,646","-26,063","4,452", , 
펼치기 PSR,0.06,0.08,0.06,0.07,0.06,0.05,-19.77,-13.10
  보통주수정주가(기말)＜당기＞,"19,500","28,100","17,900","15,950","16,800","18,850", , 
  SPS＜당기＞,"325,494","356,340","322,274","217,771","285,925","369,182", , 
펼치기 EV/EBITDA,11.88,11.76,14.56,14.71,23.18,17.70,57.60,-23.64
  EV＜당기＞,"4,416.3","6,227.3","7,028.9","5,709.4","9,541.3","10,365.7", , 
  EBITDA＜당기＞,371.8,529.8,482.9,388.2,411.6,585.7, , 
펼치기 DPS,600,600,600,600,600,,0, 
  현금DPS,600,600,600,600,600,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,3.08,2.14,3.35,3.76,3.57,3.18,-0.19,-0.39
  현금배당성향(%),30.41,-86.18,46.44,14.62,19.07,15.36,4.45,-3.71
