항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"20,104","19,061","16,320","26,756","18,078","27,245",-32,51
  당기순이익(지배)＜당기＞,"4,409.7","4,181.9","3,581.7","5,874.0","3,968.9","5,981.5", , 
  보통주수정평균발행주식수＜당기＞,"21,934,310","21,939,022","21,946,933","21,954,022","21,954,022","21,954,022", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"128,056","114,980","121,275","152,449","155,059","177,566",2,15
  자본총계(지배)＜당기＞,"27,212.4","23,677.2","24,991.7","31,415.8","31,488.5","36,059.1", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"21,250,439","20,592,439","20,607,439","20,607,439","20,307,439","20,307,439", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"27,134","16,081","17,873","32,233","17,814","32,521",-45,83
  영업활동현금흐름＜당기＞,"5,951.7","3,528.0","3,922.5","7,076.5","3,910.9","6,754.9", , 
  보통주수정평균발행주식수＜당기＞,"21,934,310","21,939,022","21,946,933","21,954,022","21,954,022","21,954,022", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"80,181","78,176","77,514","110,057","105,166","129,922",-4,24
  매출액＜당기＞,"17,587.2","17,151.2","17,011.9","24,161.8","23,088.2","28,523.1", , 
  보통주수정평균발행주식수＜당기＞,"21,934,310","21,939,022","21,946,933","21,954,022","21,954,022","21,954,022", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,22.26,24.47,33.15,34.80,35.57,16.13,2.22,-54.65
  보통주수정주가(기말)＜당기＞,"447,500","466,500","541,000","931,000","643,000","439,500", , 
  EPS＜당기＞,"20,104","19,061","16,320","26,756","18,078","27,245", , 
펼치기 PBR,3.49,4.06,4.46,6.11,4.15,2.48,-32.10,-40.31
  보통주수정주가(기말)＜당기＞,"447,500","466,500","541,000","931,000","643,000","439,500", , 
  BPS＜당기＞,"128,056","114,980","121,275","152,449","155,059","177,566", , 
펼치기 PCR,16.49,29.01,30.27,28.88,36.10,13.51,24.97,-62.56
  보통주수정주가(기말)＜당기＞,"447,500","466,500","541,000","931,000","643,000","439,500", , 
  CPS＜당기＞,"27,134","16,081","17,873","32,233","17,814","32,521", , 
펼치기 PSR,5.58,5.97,6.98,8.46,6.11,3.38,-27.72,-44.67
  보통주수정주가(기말)＜당기＞,"447,500","466,500","541,000","931,000","643,000","439,500", , 
  SPS＜당기＞,"80,181","78,176","77,514","110,057","105,166","129,922", , 
펼치기 EV/EBITDA,13.70,14.04,19.69,20.95,27.36,10.05,30.58,-63.28
  EV＜당기＞,"84,266.4","90,232.4","104,628.4","186,580.0","128,277.2","84,019.4", , 
  EBITDA＜당기＞,"6,150.2","6,428.4","5,314.7","8,906.0","4,689.3","8,363.7", , 
펼치기 DPS,"7,280","6,050","5,220","8,550","5,860",,-31, 
  현금DPS,"7,280","6,050","5,220","8,550","5,860",, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.63,1.30,0.96,0.92,0.91,1.76,-0.01,0.84
  현금배당성향(%),35.08,29.79,30.03,30.00,29.98,28.32,-0.01,-1.66
