항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"6,288","3,620","-4,232","1,217","-2,434","1,776",-300,173
  당기순이익(지배)＜당기＞,"1,484.4",854.6,-999.1,287.2,-574.5,419.3, , 
  보통주수정평균발행주식수＜당기＞,"23,607,712","23,607,712","23,607,712","23,607,712","23,607,712",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"85,810","87,338","81,410","81,582","78,984","80,013",-3,1
  자본총계(지배)＜당기＞,"20,257.8","20,618.6","19,219.0","19,259.5","18,273.6","18,511.7", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"23,607,712","23,607,712","23,607,712","23,607,712","23,135,712","23,135,712", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"10,663","3,029","5,522","15,674","6,206","7,883",-60,27
  영업활동현금흐름＜당기＞,"2,517.4",715.1,"1,303.6","3,700.2","1,465.0","2,102.0", , 
  보통주수정평균발행주식수＜당기＞,"23,607,712","23,607,712","23,607,712","23,607,712","23,607,712",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"173,644","174,209","170,557","171,627","163,919","165,011",-4,1
  매출액＜당기＞,"40,993.4","41,126.8","40,264.6","40,517.3","38,697.5","38,955.4", , 
  보통주수정평균발행주식수＜당기＞,"23,607,712","23,607,712","23,607,712","23,607,712","23,607,712",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,10.96,12.89,N/A,25.60,N/A,12.36,-140.36,219.60
  보통주수정주가(기말)＜당기＞,"68,900","46,650","30,900","31,150","25,150","21,950", , 
  EPS＜당기＞,"6,288","3,620","-4,232","1,217","-2,434","1,776", , 
펼치기 PBR,0.80,0.53,0.38,0.38,0.32,0.27,-16.61,-13.85
  보통주수정주가(기말)＜당기＞,"68,900","46,650","30,900","31,150","25,150","21,950", , 
  BPS＜당기＞,"85,810","87,338","81,410","81,582","78,984","80,013", , 
펼치기 PCR,6.46,15.40,5.60,1.99,4.05,2.78,103.92,-31.30
  보통주수정주가(기말)＜당기＞,"68,900","46,650","30,900","31,150","25,150","21,950", , 
  CPS＜당기＞,"10,663","3,029","5,522","15,674","6,206","7,883", , 
펼치기 PSR,0.40,0.27,0.18,0.18,0.15,0.13,-15.47,-13.30
  보통주수정주가(기말)＜당기＞,"68,900","46,650","30,900","31,150","25,150","21,950", , 
  SPS＜당기＞,"173,644","174,209","170,557","171,627","163,919","165,011", , 
펼치기 EV/EBITDA,7.50,6.02,5.87,4.26,5.08,3.30,19.15,-34.96
  EV＜당기＞,"19,261.1","14,104.1","14,410.6","12,986.4","12,578.1","8,481.9", , 
  EBITDA＜당기＞,"2,566.6","2,343.1","2,454.2","3,048.8","2,478.3","2,569.6", , 
펼치기 DPS,"1,850","1,700","1,000","1,200","1,000",,-17, 
  현금DPS,"1,850","1,700","1,000","1,200","1,000",, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,2.69,3.64,3.24,3.85,3.98,5.01,0.12,1.04
  현금배당성향(%),29.42,46.96,-23.63,98.63,-40.27,61.94,-138.90,102.21
