항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,180,28,-129,24,-79,,-427, 
  당기순이익(지배)＜당기＞,48.7,7.6,-35.1,6.5,-30.4,, , 
  보통주수정평균발행주식수＜당기＞,"27,134,839","27,134,839","27,134,839","27,134,839","38,713,461","57,565,988", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,016","1,080",974,"1,013","1,368",,35, 
  자본총계(지배)＜당기＞,269.4,292.3,263.6,274.2,690.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"26,513,229","27,063,406","27,063,404","27,063,403","50,463,700","61,177,075", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,260,245,75,-171,-99,,42, 
  영업활동현금흐름＜당기＞,70.6,66.5,20.3,-46.5,-38.3,, , 
  보통주수정평균발행주식수＜당기＞,"27,134,839","27,134,839","27,134,839","27,134,839","38,713,461","57,565,988", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"4,655","4,880","4,332","4,475","3,704",,-17, 
  매출액＜당기＞,"1,263.2","1,324.1","1,175.4","1,214.3","1,434.0",, , 
  보통주수정평균발행주식수＜당기＞,"27,134,839","27,134,839","27,134,839","27,134,839","38,713,461","57,565,988", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,6.46,192.77,N/A,102.91,N/A,,-141.85, 
  보통주수정주가(기말)＜당기＞,"1,160","5,420","2,820","2,475","3,385","3,020", , 
  EPS＜당기＞,180,28,-129,24,-79,, , 
펼치기 PBR,1.14,5.02,2.89,2.44,2.47,,1.30, 
  보통주수정주가(기말)＜당기＞,"1,160","5,420","2,820","2,475","3,385","3,020", , 
  BPS＜당기＞,"1,016","1,080",974,"1,013","1,368",, , 
펼치기 PCR,4.46,22.12,37.69,-14.45,-34.20,,-136.65, 
  보통주수정주가(기말)＜당기＞,"1,160","5,420","2,820","2,475","3,385","3,020", , 
  CPS＜당기＞,260,245,75,-171,-99,, , 
펼치기 PSR,0.25,1.11,0.65,0.55,0.91,,65.23, 
  보통주수정주가(기말)＜당기＞,"1,160","5,420","2,820","2,475","3,385","3,020", , 
  SPS＜당기＞,"4,655","4,880","4,332","4,475","3,704",, , 
펼치기 EV/EBITDA,13.08,33.53,55.14,21.07,42.25,,100.50, 
  EV＜당기＞,736.2,"1,814.2","1,096.3","1,138.6","1,966.6",, , 
  EBITDA＜당기＞,56.3,54.1,19.9,54.0,46.5,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
