항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,319,333,87,108,244,"1,280",126,425
  당기순이익(지배)＜당기＞,295.0,308.3,81.0,99.8,225.6,"1,185.0", , 
  보통주수정평균발행주식수＜당기＞,"92,399,753","92,554,060","92,606,819","92,606,819","92,606,819","92,606,819", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,912","2,246","2,295","2,393","2,679","3,851",12,44
  자본총계(지배)＜당기＞,"1,764.6","2,079.8","2,124.9","2,216.5","2,480.8","3,566.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"92,306,819","92,606,819","92,606,819","92,606,819","92,606,819",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,562,332,343,438,901,"1,861",106,107
  영업활동현금흐름＜당기＞,519.0,307.1,317.7,406.0,834.5,"1,572.0", , 
  보통주수정평균발행주식수＜당기＞,"92,399,753","92,554,060","92,606,819","92,606,819","92,606,819","92,606,819", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,693","2,971","2,688","2,825","4,117","6,832",46,66
  매출액＜당기＞,"2,488.4","2,749.3","2,489.4","2,616.0","3,812.6","6,326.5", , 
  보통주수정평균발행주식수＜당기＞,"92,399,753","92,554,060","92,606,819","92,606,819","92,606,819","92,606,819", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,31.80,22.27,93.40,109.53,94.80,15.04,-13.44,-84.13
  보통주수정주가(기말)＜당기＞,"10,150","7,420","8,170","11,800","23,100","19,250", , 
  EPS＜당기＞,319,333,87,108,244,"1,280", , 
펼치기 PBR,5.31,3.30,3.56,4.93,8.62,5.00,74.91,-42.03
  보통주수정주가(기말)＜당기＞,"10,150","7,420","8,170","11,800","23,100","19,250", , 
  BPS＜당기＞,"1,912","2,246","2,295","2,393","2,679","3,851", , 
펼치기 PCR,18.07,22.36,23.82,26.91,25.64,10.34,-4.75,-59.65
  보통주수정주가(기말)＜당기＞,"10,150","7,420","8,170","11,800","23,100","19,250", , 
  CPS＜당기＞,562,332,343,438,901,"1,861", , 
펼치기 PSR,3.77,2.50,3.04,4.18,5.61,2.82,34.32,-49.78
  보통주수정주가(기말)＜당기＞,"10,150","7,420","8,170","11,800","23,100","19,250", , 
  SPS＜당기＞,"2,693","2,971","2,688","2,825","4,117","6,832", , 
펼치기 EV/EBITDA,15.93,12.67,22.32,33.94,22.46,9.07,-33.82,-59.62
  EV＜당기＞,"9,690.6","8,025.2","9,503.5","12,902.4","22,984.7","18,938.3", , 
  EBITDA＜당기＞,608.5,633.4,425.8,380.1,"1,023.3","2,088.0", , 
펼치기 DPS,0,0,15,0,15,, , 
  현금DPS,0,0,15,0,15,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.18,0.00,0.06,0.13,0.06,0.06
  현금배당성향(%),0.00,0.00,17.15,0.00,6.16,1.95,6.16,-4.20
