항목,"2019/06
(IFRS별도)","2020/06
(IFRS별도)","2020/12
(IFRS별도)","2021/06
(IFRS별도)","2021/12
(IFRS별도)","2022/06(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,-92,370,125,393,,216, 
  당기순이익(지배)＜당기＞,,-0.3,73.0,25.7,81.0,, , 
  보통주수정평균발행주식수＜당기＞,,"318,852",,"20,158,630","20,600,000","20,600,000", , 
  우선주수정평균발행주식수＜당기＞,,0,,0,0,0, , 
펼치기 BPS,,"4,910","5,250","5,245","5,508",,5, 
  자본총계(지배)＜당기＞,,132.6,"1,081.5","1,080.4","1,134.7",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,0,"2,700,000","20,600,000","20,600,000","20,600,000","20,600,000", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,,-76,12,96,92,,-4, 
  영업활동현금흐름＜당기＞,,-0.2,2.4,19.8,19.0,, , 
  보통주수정평균발행주식수＜당기＞,,"318,852",,"20,158,630","20,600,000","20,600,000", , 
  우선주수정평균발행주식수＜당기＞,,0,,0,0,0, , 
펼치기 SPS,,0,392,145,445,,207, 
  매출액＜당기＞,,,77.2,29.8,91.6,, , 
  보통주수정평균발행주식수＜당기＞,,"318,852",,"20,158,630","20,600,000","20,600,000", , 
  우선주수정평균발행주식수＜당기＞,,0,,0,0,0, , 
펼치기 PER,,,13.31,40.77,13.27,,-67.45, 
  보통주수정주가(기말)＜당기＞,,,,"5,080","5,220","5,730", , 
  EPS＜당기＞,,-92,370,125,393,, , 
펼치기 PBR,,0.00,0.94,0.97,0.95,,-2.16, 
  보통주수정주가(기말)＜당기＞,,,,"5,080","5,220","5,730", , 
  BPS＜당기＞,,"4,910","5,250","5,245","5,508",, , 
펼치기 PCR,,0.00,408.57,52.81,56.52,,7.02, 
  보통주수정주가(기말)＜당기＞,,,,"5,080","5,220","5,730", , 
  CPS＜당기＞,,-76,12,96,92,, , 
펼치기 PSR,,,12.58,35.09,11.74,,-66.55, 
  보통주수정주가(기말)＜당기＞,,,,"5,080","5,220","5,730", , 
  SPS＜당기＞,,0,392,145,445,, , 
펼치기 EV/EBITDA,,,12.34,43.04,17.57,,-59.18, 
  EV＜당기＞,,,899.6,"1,113.6","1,567.3",, , 
  EBITDA＜당기＞,,-0.3,72.9,25.9,89.2,, , 
펼치기 DPS,,0,130,130,,, , 
  현금DPS,,0,130,130,,, , 
  주식DPS,,0,0,0,,, , 
  현금배당수익률,,,2.64,2.56,,, , 
  현금배당성향(%),,0.00,36.70,104.32,33.56,,-70.77, 
