항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,109,47,71,-4,11,,403, 
  당기순이익(지배)＜당기＞,8.3,3.6,5.4,-0.3,0.8,, , 
  보통주수정평균발행주식수＜당기＞,"7,600,000","7,600,000","7,600,000","7,600,000","7,600,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"4,444","4,392","4,391","4,312","4,273",,-1, 
  자본총계(지배)＜당기＞,325.8,322.1,322.0,316.2,313.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,333,107","7,333,107","7,333,107","7,333,107","7,333,107",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-86,120,194,66,82,,24, 
  영업활동현금흐름＜당기＞,-6.5,9.1,14.7,5.0,6.2,, , 
  보통주수정평균발행주식수＜당기＞,"7,600,000","7,600,000","7,600,000","7,600,000","7,600,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"3,276","2,881","2,880","2,150","1,936",,-10, 
  매출액＜당기＞,249.0,218.9,218.9,163.4,147.1,, , 
  보통주수정평균발행주식수＜당기＞,"7,600,000","7,600,000","7,600,000","7,600,000","7,600,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,31.85,111.20,56.86,N/A,544.24,,148.10, 
  보통주수정주가(기말)＜당기＞,"3,465","5,210","4,030","3,995","5,820","5,160", , 
  EPS＜당기＞,109,47,71,-4,11,, , 
펼치기 PBR,0.78,1.19,0.92,0.93,1.36,,47.01, 
  보통주수정주가(기말)＜당기＞,"3,465","5,210","4,030","3,995","5,820","5,160", , 
  BPS＜당기＞,"4,444","4,392","4,391","4,312","4,273",, , 
펼치기 PCR,-40.25,43.51,20.79,60.59,71.15,,17.43, 
  보통주수정주가(기말)＜당기＞,"3,465","5,210","4,030","3,995","5,820","5,160", , 
  CPS＜당기＞,-86,120,194,66,82,, , 
펼치기 PSR,1.06,1.81,1.40,1.86,3.01,,61.78, 
  보통주수정주가(기말)＜당기＞,"3,465","5,210","4,030","3,995","5,820","5,160", , 
  SPS＜당기＞,"3,276","2,881","2,880","2,150","1,936",, , 
펼치기 EV/EBITDA,12.14,34.63,21.09,-431.47,-491.63,,-13.94, 
  EV＜당기＞,119.3,239.1,140.2,138.9,275.6,, , 
  EBITDA＜당기＞,9.8,6.9,6.6,-0.3,-0.6,, , 
펼치기 DPS,80,70,85,50,55,,10, 
  현금DPS,80,70,85,50,55,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.31,1.34,2.11,1.25,0.95,,-0.31, 
  현금배당성향(%),70.96,144.15,115.72,"-1,366.53",496.26,,"1,862.78", 
