항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,988,"1,107","2,526","1,211",-514,,-142, 
  당기순이익(지배)＜당기＞,26.3,29.5,67.2,32.2,-13.7,, , 
  보통주수정평균발행주식수＜당기＞,"2,660,000","2,660,000","2,660,000","2,660,000","2,660,000","2,660,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"240,240","241,362","225,255","226,551","225,529",,-0, 
  자본총계(지배)＜당기＞,"3,228.3","3,243.4","3,454.9","3,474.8","3,459.1",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"1,343,768","1,343,768","1,533,768","1,533,768","1,533,768","1,492,833", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"3,819","5,673","1,650",585,"2,144",,266, 
  영업활동현금흐름＜당기＞,101.6,150.9,43.9,15.6,57.0,, , 
  보통주수정평균발행주식수＜당기＞,"2,660,000","2,660,000","2,660,000","2,660,000","2,660,000","2,660,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"25,204","23,178","18,200","15,263","15,823",,4, 
  매출액＜당기＞,670.4,616.5,484.1,406.0,420.9,, , 
  보통주수정평균발행주식수＜당기＞,"2,660,000","2,660,000","2,660,000","2,660,000","2,660,000","2,660,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,135.60,86.33,32.50,68.31,N/A,,-310.14, 
  보통주수정주가(기말)＜당기＞,"134,000","95,600","82,100","82,700","73,800","83,000", , 
  EPS＜당기＞,988,"1,107","2,526","1,211",-514,, , 
펼치기 PBR,0.56,0.40,0.36,0.37,0.33,,-10.36, 
  보통주수정주가(기말)＜당기＞,"134,000","95,600","82,100","82,700","73,800","83,000", , 
  BPS＜당기＞,"240,240","241,362","225,255","226,551","225,529",, , 
펼치기 PCR,35.09,16.85,49.76,141.26,34.42,,-75.64, 
  보통주수정주가(기말)＜당기＞,"134,000","95,600","82,100","82,700","73,800","83,000", , 
  CPS＜당기＞,"3,819","5,673","1,650",585,"2,144",, , 
펼치기 PSR,5.32,4.12,4.51,5.42,4.66,,-13.92, 
  보통주수정주가(기말)＜당기＞,"134,000","95,600","82,100","82,700","73,800","83,000", , 
  SPS＜당기＞,"25,204","23,178","18,200","15,263","15,823",, , 
펼치기 EV/EBITDA,54.26,38.01,91.12,157.68,103.73,,-34.22, 
  EV＜당기＞,"3,156.7","2,003.8","1,665.5","1,751.8","1,324.0",, , 
  EBITDA＜당기＞,58.2,52.7,18.3,11.1,12.8,, , 
펼치기 DPS,750,750,750,750,750,,0, 
  현금DPS,750,750,750,750,750,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.56,0.78,0.91,0.91,1.02,,0.11, 
  현금배당성향(%),38.34,34.22,17.12,35.72,-84.12,,-119.84, 
