항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,2,5,12,8,-1,,-110, 
  당기순이익(지배)＜당기＞,1.7,4.1,9.1,6.3,-0.6,, , 
  보통주수정평균발행주식수＜당기＞,"77,456,610","77,456,610","77,456,610","77,456,610","77,456,610","77,456,610", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,655,659,671,674,675,,0, 
  자본총계(지배)＜당기＞,507.2,510.4,519.4,522.2,522.5,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"77,429,010","77,429,010","77,429,010","77,429,010","77,429,010",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-10,7,3,138,-45,,-133, 
  영업활동현금흐름＜당기＞,-8.1,5.3,2.1,107.0,-35.1,, , 
  보통주수정평균발행주식수＜당기＞,"77,456,610","77,456,610","77,456,610","77,456,610","77,456,610","77,456,610", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,680,699,861,758,965,,27, 
  매출액＜당기＞,527.0,541.4,666.6,587.4,747.4,, , 
  보통주수정평균발행주식수＜당기＞,"77,456,610","77,456,610","77,456,610","77,456,610","77,456,610","77,456,610", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,565.88,428.26,206.14,230.06,N/A,,"-1,331.83", 
  보통주수정주가(기말)＜당기＞,"1,235","2,285","2,420","1,885","2,250","1,780", , 
  EPS＜당기＞,2,5,12,8,-1,, , 
펼치기 PBR,1.89,3.47,3.61,2.80,3.33,,19.28, 
  보통주수정주가(기말)＜당기＞,"1,235","2,285","2,420","1,885","2,250","1,780", , 
  BPS＜당기＞,655,659,671,674,675,, , 
펼치기 PCR,-118.27,333.62,886.11,13.64,-49.67,,-464.05, 
  보통주수정주가(기말)＜당기＞,"1,235","2,285","2,420","1,885","2,250","1,780", , 
  CPS＜당기＞,-10,7,3,138,-45,, , 
펼치기 PSR,1.82,3.27,2.81,2.49,2.33,,-6.19, 
  보통주수정주가(기말)＜당기＞,"1,235","2,285","2,420","1,885","2,250","1,780", , 
  SPS＜당기＞,680,699,861,758,965,, , 
펼치기 EV/EBITDA,63.34,85.85,67.74,51.61,90.34,,75.06, 
  EV＜당기＞,"1,012.4","1,824.2","1,935.4","1,431.6","1,766.4",, , 
  EBITDA＜당기＞,16.0,21.2,28.6,27.7,19.6,, , 
펼치기 DPS,,,,,,, , 
  현금DPS,,,,,,, , 
  주식DPS,,,,,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
