항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"4,424","4,883","2,341","-1,444","4,687","6,127",425,31
  당기순이익(지배)＜당기＞,381.7,421.4,202.0,-124.6,404.5,528.7, , 
  보통주수정평균발행주식수＜당기＞,"8,629,009","8,629,009","8,629,009","8,629,009","8,629,009","8,629,009", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"34,567","38,749","39,828","37,383","41,335","46,598",11,13
  자본총계(지배)＜당기＞,"2,801.7","3,140.7","3,228.2","3,030.0","3,350.3","3,776.9", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,105,223","8,105,223","8,105,223","8,105,223","8,105,223","8,105,223", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"7,310","7,930","10,970","12,402","11,229","15,681",-9,40
  영업활동현금흐름＜당기＞,630.8,684.3,946.6,"1,070.2",969.0,"1,395.9", , 
  보통주수정평균발행주식수＜당기＞,"8,629,009","8,629,009","8,629,009","8,629,009","8,629,009","8,629,009", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"239,368","257,299","289,632","294,670","341,482","366,351",16,7
  매출액＜당기＞,"20,655.1","22,202.3","24,992.4","25,427.1","29,466.5","31,612.4", , 
  보통주수정평균발행주식수＜당기＞,"8,629,009","8,629,009","8,629,009","8,629,009","8,629,009","8,629,009", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,35.38,26.11,37.25,N/A,15.11,13.29,130.29,-12.05
  보통주수정주가(기말)＜당기＞,"156,500","127,500","87,200","72,000","70,800","81,400", , 
  EPS＜당기＞,"4,424","4,883","2,341","-1,444","4,687","6,127", , 
펼치기 PBR,4.53,3.29,2.19,1.93,1.71,1.75,-11.07,1.99
  보통주수정주가(기말)＜당기＞,"156,500","127,500","87,200","72,000","70,800","81,400", , 
  BPS＜당기＞,"34,567","38,749","39,828","37,383","41,335","46,598", , 
펼치기 PCR,21.41,16.08,7.95,5.81,6.31,5.19,8.60,-17.67
  보통주수정주가(기말)＜당기＞,"156,500","127,500","87,200","72,000","70,800","81,400", , 
  CPS＜당기＞,"7,310","7,930","10,970","12,402","11,229","15,681", , 
펼치기 PSR,0.65,0.50,0.30,0.24,0.21,0.22,-15.15,7.17
  보통주수정주가(기말)＜당기＞,"156,500","127,500","87,200","72,000","70,800","81,400", , 
  SPS＜당기＞,"239,368","257,299","289,632","294,670","341,482","366,351", , 
펼치기 EV/EBITDA,17.01,13.27,11.24,8.23,7.15,6.43,-13.07,-10.05
  EV＜당기＞,"15,322.9","12,762.7","13,086.1","11,749.8","11,275.2","10,438.0", , 
  EBITDA＜당기＞,900.9,961.6,"1,164.7","1,428.0","1,576.2","1,622.3", , 
펼치기 DPS,956,"1,004","1,104","1,104","1,500",,36, 
  현금DPS,956,"1,004","1,104","1,104","1,500",, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.61,0.79,1.27,1.53,2.12,1.78,0.59,-0.34
  현금배당성향(%),13.45,12.73,29.22,-47.37,22.21,23.61,69.58,1.40
