항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-1,164",-826,536,"1,626",514,643,-68,25
  당기순이익(지배)＜당기＞,-549.1,-389.8,252.8,712.0,215.9,270.0, , 
  보통주수정평균발행주식수＜당기＞,"47,183,679","47,183,679","47,183,679","43,790,169","42,008,577","42,008,577", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"10,856","9,735","10,328","11,972","12,394","12,950",4,4
  자본총계(지배)＜당기＞,"4,669.8","4,090.0","4,338.5","5,029.4","5,206.7","5,440.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"43,014,225","42,014,225","42,008,577","42,008,577","42,008,576","42,008,576", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,201",-80,744,212,269,976,27,263
  영업활동현금흐름＜당기＞,566.9,-37.6,350.9,92.9,113.1,240.0, , 
  보통주수정평균발행주식수＜당기＞,"47,183,679","47,183,679","47,183,679","43,790,169","42,008,577","42,008,577", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"14,556","12,758","7,339","8,209","9,847","11,045",20,12
  매출액＜당기＞,"6,867.9","6,019.9","3,463.0","3,594.8","4,136.4","4,640.0", , 
  보통주수정평균발행주식수＜당기＞,"47,183,679","47,183,679","47,183,679","43,790,169","42,008,577","42,008,577", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,N/A,N/A,7.33,2.27,6.91,5.27,204.76,-23.75
  보통주수정주가(기말)＜당기＞,"4,488","4,916","3,925","3,685","3,550","3,385", , 
  EPS＜당기＞,"-1,164",-826,536,"1,626",514,643, , 
펼치기 PBR,0.41,0.50,0.38,0.31,0.29,0.26,-6.94,-8.74
  보통주수정주가(기말)＜당기＞,"4,488","4,916","3,925","3,685","3,550","3,385", , 
  BPS＜당기＞,"10,856","9,735","10,328","11,972","12,394","12,950", , 
펼치기 PCR,3.74,-61.66,5.28,17.38,13.19,3.47,-24.11,-73.70
  보통주수정주가(기말)＜당기＞,"4,488","4,916","3,925","3,685","3,550","3,385", , 
  CPS＜당기＞,"1,201",-80,744,212,269,976, , 
펼치기 PSR,0.31,0.39,0.53,0.45,0.36,0.31,-19.68,-15.00
  보통주수정주가(기말)＜당기＞,"4,488","4,916","3,925","3,685","3,550","3,385", , 
  SPS＜당기＞,"14,556","12,758","7,339","8,209","9,847","11,045", , 
펼치기 EV/EBITDA,6.19,5.97,5.61,4.01,4.11,2.09,2.35,-48.99
  EV＜당기＞,"3,263.9","2,715.5","1,746.0",945.3,"1,097.3",712.0, , 
  EBITDA＜당기＞,527.5,454.7,311.0,235.7,267.3,340.0, , 
펼치기 DPS,49,0,0,120,120,,0, 
  현금DPS,49,0,0,120,120,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.09,0.00,0.00,3.26,3.38,4.43,0.12,1.05
  현금배당성향(%),-3.84,0.00,0.00,7.08,23.35,23.34,16.27,-0.01
