항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,673,478,116,233,"1,372",549,489,-60
  당기순이익(지배)＜당기＞,"5,849.4","4,152.7","1,004.2","2,021.1","11,913.1","4,770.0", , 
  보통주수정평균발행주식수＜당기＞,"868,530,000","868,530,000","868,530,000","868,530,000","868,530,000","868,530,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"12,446","13,717","16,883","15,807","15,004","14,367",-5,-4
  자본총계(지배)＜당기＞,"93,515.6","103,069.0","126,858.6","118,769.4","112,738.5","107,955.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"751,390,250","751,390,250","751,390,250","751,390,250","751,390,250",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"3,821","1,892","1,160","1,744","6,403",,267, 
  영업활동현금흐름＜당기＞,"33,186.6","16,428.8","10,074.9","15,144.1","55,609.9",, , 
  보통주수정평균발행주식수＜당기＞,"868,530,000","868,530,000","868,530,000","868,530,000","868,530,000","868,530,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"30,036","26,977","28,760","30,192","31,287","11,878",4,-62
  매출액＜당기＞,"260,870.5","234,305.5","249,784.9","262,230.5","271,736.3","103,160.0", , 
  보통주수정평균발행주식수＜당기＞,"868,530,000","868,530,000","868,530,000","868,530,000","868,530,000","868,530,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,10.26,8.83,19.98,10.49,2.14,4.65,-79.59,117.42
  보통주수정주가(기말)＜당기＞,"6,910","4,220","2,310","2,440","2,935","2,555", , 
  EPS＜당기＞,673,478,116,233,"1,372",549, , 
펼치기 PBR,0.56,0.31,0.14,0.15,0.20,0.18,26.72,-9.09
  보통주수정주가(기말)＜당기＞,"6,910","4,220","2,310","2,440","2,935","2,555", , 
  BPS＜당기＞,"12,446","13,717","16,883","15,807","15,004","14,367", , 
펼치기 PCR,1.81,2.23,1.99,1.40,0.46,,-67.24, 
  보통주수정주가(기말)＜당기＞,"6,910","4,220","2,310","2,440","2,935","2,555", , 
  CPS＜당기＞,"3,821","1,892","1,160","1,744","6,403",, , 
펼치기 PSR,0.23,0.16,0.08,0.08,0.09,0.22,16.09,129.30
  보통주수정주가(기말)＜당기＞,"6,910","4,220","2,310","2,440","2,935","2,555", , 
  SPS＜당기＞,"30,036","26,977","28,760","30,192","31,287","11,878", , 
펼치기 EV/EBITDA,4.30,1.96,1.84,1.76,4.26,,142.59, 
  EV＜당기＞,"51,208.3","17,246.3","5,918.9","11,135.1","69,372.2",, , 
  EBITDA＜당기＞,"11,920.8","8,821.6","3,219.8","6,338.3","16,277.9",, , 
펼치기 DPS,140,100,30,30,,, , 
  현금DPS,140,100,30,30,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,2.03,2.37,1.30,1.23,,2.24, , 
  현금배당성향(%),17.98,18.09,22.45,11.15,,10.42, , 
