항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,154,"2,009","3,907","8,672","6,468","6,500",-25,1
  당기순이익(지배)＜당기＞,3.1,40.2,78.1,173.4,129.4,130.0, , 
  보통주수정평균발행주식수＜당기＞,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"12,968","14,970","19,084","29,057","36,600","41,693",26,14
  자본총계(지배)＜당기＞,217.7,251.3,320.4,487.9,614.5,700.0, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"1,678,958","1,678,958","1,678,958","1,678,958","1,678,958",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-399,"3,395","8,784","10,343","-3,585","9,100",-135,354
  영업활동현금흐름＜당기＞,-8.0,67.9,175.7,206.9,-71.7,254.0, , 
  보통주수정평균발행주식수＜당기＞,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"6,260","70,480","96,441","113,745","125,968","131,200",11,4
  매출액＜당기＞,125.2,"1,409.6","1,928.8","2,274.9","2,519.4","2,624.0", , 
  보통주수정평균발행주식수＜당기＞,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,267.25,17.97,11.32,6.40,9.48,8.29,48.10,-12.51
  보통주수정주가(기말)＜당기＞,"41,200","36,100","44,250","55,500","61,300","53,900", , 
  EPS＜당기＞,154,"2,009","3,907","8,672","6,468","6,500", , 
펼치기 PBR,3.18,2.41,2.32,1.91,1.67,1.29,-12.31,-22.81
  보통주수정주가(기말)＜당기＞,"41,200","36,100","44,250","55,500","61,300","53,900", , 
  BPS＜당기＞,"12,968","14,970","19,084","29,057","36,600","41,693", , 
펼치기 PCR,-103.33,10.63,5.04,5.37,-17.10,5.92,-418.67,134.64
  보통주수정주가(기말)＜당기＞,"41,200","36,100","44,250","55,500","61,300","53,900", , 
  CPS＜당기＞,-399,"3,395","8,784","10,343","-3,585","9,100", , 
펼치기 PSR,6.58,0.51,0.46,0.49,0.49,0.41,-0.27,-15.58
  보통주수정주가(기말)＜당기＞,"41,200","36,100","44,250","55,500","61,300","53,900", , 
  SPS＜당기＞,"6,260","70,480","96,441","113,745","125,968","131,200", , 
펼치기 EV/EBITDA,-454.39,14.59,8.02,4.56,7.08,4.56,55.24,-35.49
  EV＜당기＞,802.4,677.3,790.4,994.9,"1,208.8",849.0, , 
  EBITDA＜당기＞,-1.8,46.4,98.5,218.3,170.8,186.0, , 
펼치기 DPS,0,300,300,300,400,,33, 
  현금DPS,0,300,300,300,400,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.83,0.68,0.54,0.65,0.74,0.11,0.09
  현금배당성향(%),0.00,12.53,6.45,2.90,5.19,6.15,2.29,0.96
