항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,86,21,-26,-61,6,,109, 
  당기순이익(지배)＜당기＞,95.7,23.1,-28.5,-68.3,6.2,, , 
  보통주수정평균발행주식수＜당기＞,"111,133,730","111,133,730","111,133,730","111,133,730","111,133,730","111,133,730", , 
  우선주수정평균발행주식수＜당기＞,"6,220","6,220","6,220","6,220","6,220","6,220", , 
펼치기 BPS,952,934,881,819,835,,2, 
  자본총계(지배)＜당기＞,"1,055.7","1,035.4",973.9,898.3,915.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"110,897,510","110,808,322","110,508,322","109,682,153","109,682,153","109,682,153", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"6,220","6,220","6,220","6,220","6,220",, , 
펼치기 CPS,128,47,145,38,-34,,-190, 
  영업활동현금흐름＜당기＞,142.1,52.0,160.8,42.1,-37.9,, , 
  보통주수정평균발행주식수＜당기＞,"111,133,730","111,133,730","111,133,730","111,133,730","111,133,730","111,133,730", , 
  우선주수정평균발행주식수＜당기＞,"6,220","6,220","6,220","6,220","6,220","6,220", , 
펼치기 SPS,"1,693","1,652","1,267",842,"1,258",,49, 
  매출액＜당기＞,"1,881.1","1,836.0","1,408.5",935.8,"1,398.0",, , 
  보통주수정평균발행주식수＜당기＞,"111,133,730","111,133,730","111,133,730","111,133,730","111,133,730","111,133,730", , 
  우선주수정평균발행주식수＜당기＞,"6,220","6,220","6,220","6,220","6,220","6,220", , 
펼치기 PER,16.32,53.01,N/A,N/A,173.91,,"1,379.30", 
  보통주수정주가(기말)＜당기＞,"1,405","1,100","1,020",835,973,"1,170", , 
  EPS＜당기＞,86,21,-26,-61,6,, , 
펼치기 PBR,1.48,1.18,1.16,1.02,1.17,,14.31, 
  보통주수정주가(기말)＜당기＞,"1,405","1,100","1,020",835,973,"1,170", , 
  BPS＜당기＞,952,934,881,819,835,, , 
펼치기 PCR,10.99,23.50,7.05,22.02,-28.54,,-229.60, 
  보통주수정주가(기말)＜당기＞,"1,405","1,100","1,020",835,973,"1,170", , 
  CPS＜당기＞,128,47,145,38,-34,, , 
펼치기 PSR,0.83,0.67,0.80,0.99,0.77,,-22.00, 
  보통주수정주가(기말)＜당기＞,"1,405","1,100","1,020",835,973,"1,170", , 
  SPS＜당기＞,"1,693","1,652","1,267",842,"1,258",, , 
펼치기 EV/EBITDA,7.53,20.52,-124.89,-11.37,25.93,,327.96, 
  EV＜당기＞,"1,237.9",908.4,760.0,596.1,782.5,, , 
  EBITDA＜당기＞,164.5,44.3,-6.1,-52.4,30.2,, , 
펼치기 DPS,43,23,0,0,10,, , 
  현금DPS,43,23,0,0,10,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,3.06,2.09,0.00,0.00,1.03,,1.03, 
  현금배당성향(%),49.85,110.53,0.00,0.00,176.41,,176.41, 
