항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,577,"1,701",620,"4,045","2,268","4,517",-44,99
  당기순이익(지배)＜당기＞,99.2,292.6,106.6,695.8,390.1,777.0, , 
  보통주수정평균발행주식수＜당기＞,"17,200,000","17,200,000","17,200,000","17,200,000","17,200,000","17,200,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"10,165","11,749","12,175","18,146","21,018","26,678",16,27
  자본총계(지배)＜당기＞,"1,663.5","1,922.7","1,992.4","2,113.3","2,763.0","3,507.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"16,364,910","16,364,910","16,364,910","11,645,810","13,145,810","13,145,810", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,958,800,-137,"2,164","1,854","5,512",-14,197
  영업활동현금흐름＜당기＞,164.7,137.5,-23.5,372.3,318.8,868.0, , 
  보통주수정평균발행주식수＜당기＞,"17,200,000","17,200,000","17,200,000","17,200,000","17,200,000","17,200,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"18,613","21,717","26,514","27,925","30,587","34,314",10,12
  매출액＜당기＞,"3,201.5","3,735.3","4,560.4","4,803.1","5,260.9","5,902.0", , 
  보통주수정평균발행주식수＜당기＞,"17,200,000","17,200,000","17,200,000","17,200,000","17,200,000","17,200,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,14.29,6.64,17.35,3.10,8.75,3.53,182.11,-59.66
  보통주수정주가(기말)＜당기＞,"8,240","11,300","10,750","12,550","19,850","15,950", , 
  EPS＜당기＞,577,"1,701",620,"4,045","2,268","4,517", , 
펼치기 PBR,0.81,0.96,0.88,0.69,0.94,0.60,36.56,-36.69
  보통주수정주가(기말)＜당기＞,"8,240","11,300","10,750","12,550","19,850","15,950", , 
  BPS＜당기＞,"10,165","11,749","12,175","18,146","21,018","26,678", , 
펼치기 PCR,8.60,14.13,-78.56,5.80,10.71,2.89,84.69,-72.98
  보통주수정주가(기말)＜당기＞,"8,240","11,300","10,750","12,550","19,850","15,950", , 
  CPS＜당기＞,958,800,-137,"2,164","1,854","5,512", , 
펼치기 PSR,0.44,0.52,0.41,0.45,0.65,0.46,44.41,-28.38
  보통주수정주가(기말)＜당기＞,"8,240","11,300","10,750","12,550","19,850","15,950", , 
  SPS＜당기＞,"18,613","21,717","26,514","27,925","30,587","34,314", , 
펼치기 EV/EBITDA,2.20,2.97,3.41,3.83,5.45,2.91,42.47,-46.57
  EV＜당기＞,623.9,812.6,"1,158.7","1,765.1","2,776.5","1,593.4", , 
  EBITDA＜당기＞,283.7,273.6,339.9,461.2,509.2,547.0, , 
펼치기 DPS,100,150,200,250,250,,0, 
  현금DPS,100,150,200,250,250,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,1.21,1.33,1.86,1.99,1.26,1.57,-0.73,0.31
  현금배당성향(%),16.50,8.39,30.71,4.18,8.43,5.53,4.24,-2.89
