항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,995","2,225","2,742","4,581","4,641","4,694",1,1
  당기순이익(지배)＜당기＞,230.8,257.4,317.2,530.0,536.9,543.0, , 
  보통주수정평균발행주식수＜당기＞,"11,569,113","11,569,113","11,569,113","11,569,113","11,569,113","11,569,113", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"23,637","24,607","26,586","30,403","34,874","39,257",15,13
  자본총계(지배)＜당기＞,"2,699.1","2,736.1","2,956.1","3,380.6","3,877.6","4,365.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"11,419,113","11,119,113","11,119,113","11,119,113","11,119,113",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"3,949","4,236","1,912","3,984","5,778","8,549",45,48
  영업활동현금흐름＜당기＞,456.9,490.1,221.2,460.9,668.5,"1,353.0", , 
  보통주수정평균발행주식수＜당기＞,"11,569,113","11,569,113","11,569,113","11,569,113","11,569,113","11,569,113", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"30,254","34,011","39,824","47,801","51,580","55,475",8,8
  매출액＜당기＞,"3,500.1","3,934.8","4,607.3","5,530.1","5,967.3","6,418.0", , 
  보통주수정평균발행주식수＜당기＞,"11,569,113","11,569,113","11,569,113","11,569,113","11,569,113","11,569,113", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,16.39,10.52,12.95,11.13,9.52,7.82,-14.45,-17.90
  보통주수정주가(기말)＜당기＞,"32,700","23,400","35,500","51,000","44,200","36,700", , 
  EPS＜당기＞,"1,995","2,225","2,742","4,581","4,641","4,694", , 
펼치기 PBR,1.38,0.95,1.34,1.68,1.27,0.93,-24.44,-26.24
  보통주수정주가(기말)＜당기＞,"32,700","23,400","35,500","51,000","44,200","36,700", , 
  BPS＜당기＞,"23,637","24,607","26,586","30,403","34,874","39,257", , 
펼치기 PCR,8.28,5.52,18.57,12.80,7.65,4.29,-40.24,-43.88
  보통주수정주가(기말)＜당기＞,"32,700","23,400","35,500","51,000","44,200","36,700", , 
  CPS＜당기＞,"3,949","4,236","1,912","3,984","5,778","8,549", , 
펼치기 PSR,1.08,0.69,0.89,1.07,0.86,0.66,-19.68,-22.80
  보통주수정주가(기말)＜당기＞,"32,700","23,400","35,500","51,000","44,200","36,700", , 
  SPS＜당기＞,"30,254","34,011","39,824","47,801","51,580","55,475", , 
펼치기 EV/EBITDA,9.81,8.02,9.08,8.11,7.61,5.23,-6.22,-31.25
  EV＜당기＞,"6,110.7","5,291.5","7,015.0","8,817.0","8,201.7","6,329.9", , 
  EBITDA＜당기＞,622.8,659.6,772.3,"1,086.7","1,077.9","1,210.0", , 
펼치기 DPS,300,350,400,450,500,,11, 
  현금DPS,300,350,400,450,500,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.92,1.50,1.13,0.88,1.13,1.36,0.25,0.23
  현금배당성향(%),14.86,15.12,14.02,9.44,10.36,10.65,0.91,0.30
