항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-25,-142,"-1,040",-119,153,,229, 
  당기순이익(지배)＜당기＞,-18.3,-104.2,-767.1,-88.4,156.8,, , 
  보통주수정평균발행주식수＜당기＞,"73,464,084","73,464,084","73,743,628","74,443,246","102,569,383","124,708,433", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,656","2,542","1,532","1,265","1,361",,8, 
  자본총계(지배)＜당기＞,"1,951.3","1,867.7","1,134.5","1,118.7","1,668.7",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"73,464,053","73,464,053","74,050,451","88,425,591","122,631,721","125,231,721", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-108,-59,45,24,-274,,"-1,241", 
  영업활동현금흐름＜당기＞,-79.4,-43.0,33.3,17.9,-280.5,, , 
  보통주수정평균발행주식수＜당기＞,"73,464,084","73,464,084","73,743,628","74,443,246","102,569,383","124,708,433", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"4,072","4,325","4,228","4,472","4,552",,2, 
  매출액＜당기＞,"2,991.7","3,177.4","3,117.7","3,329.1","4,669.3",, , 
  보통주수정평균발행주식수＜당기＞,"73,464,084","73,464,084","73,743,628","74,443,246","102,569,383","124,708,433", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,12.96,,359.97, 
  보통주수정주가(기말)＜당기＞,"1,074",851,697,592,"1,980","2,440", , 
  EPS＜당기＞,-25,-142,"-1,040",-119,153,, , 
펼치기 PBR,0.40,0.33,0.45,0.47,1.46,,211.07, 
  보통주수정주가(기말)＜당기＞,"1,074",851,697,592,"1,980","2,440", , 
  BPS＜당기＞,"2,656","2,542","1,532","1,265","1,361",, , 
펼치기 PCR,-9.93,-14.53,15.43,24.68,-7.24,,-129.33, 
  보통주수정주가(기말)＜당기＞,"1,074",851,697,592,"1,980","2,440", , 
  CPS＜당기＞,-108,-59,45,24,-274,, , 
펼치기 PSR,0.26,0.20,0.16,0.13,0.43,,228.65, 
  보통주수정주가(기말)＜당기＞,"1,074",851,697,592,"1,980","2,440", , 
  SPS＜당기＞,"4,072","4,325","4,228","4,472","4,552",, , 
펼치기 EV/EBITDA,18.21,96.76,-301.49,208.12,15.34,,-92.63, 
  EV＜당기＞,"1,728.3","1,796.9","1,718.9","1,592.5","3,537.5",, , 
  EBITDA＜당기＞,94.9,18.6,-5.7,7.7,230.6,, , 
펼치기 DPS,14,0,0,0,0,, , 
  현금DPS,14,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,1.32,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),-56.96,0.00,0.00,0.00,,, , 
