항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,26,250,562,943,-287,,-130, 
  당기순이익(지배)＜당기＞,9.3,87.3,196.3,329.6,-100.3,, , 
  보통주수정평균발행주식수＜당기＞,"34,958,700","34,958,700","34,958,700","34,958,700","34,958,700","34,958,700", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,599","1,895","2,500","3,638","3,226",,-11, 
  자본총계(지배)＜당기＞,443.1,525.0,692.6,"1,008.1",893.8,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"27,706,380","27,706,380","27,706,380","27,706,380","27,706,380","27,706,380", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,17,400,501,-345,-144,,58, 
  영업활동현금흐름＜당기＞,6.0,140.0,175.1,-120.7,-50.5,, , 
  보통주수정평균발행주식수＜당기＞,"34,958,700","34,958,700","34,958,700","34,958,700","34,958,700","34,958,700", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"4,127","4,408","4,488",966,741,,-23, 
  매출액＜당기＞,"1,442.8","1,541.1","1,568.8",337.7,259.0,, , 
  보통주수정평균발행주식수＜당기＞,"34,958,700","34,958,700","34,958,700","34,958,700","34,958,700","34,958,700", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,31.03,5.22,2.66,3.71,N/A,,-307.95, 
  보통주수정주가(기말)＜당기＞,822,"1,305","1,495","3,500","2,215","2,070", , 
  EPS＜당기＞,26,250,562,943,-287,, , 
펼치기 PBR,0.51,0.69,0.60,0.96,0.69,,-28.62, 
  보통주수정주가(기말)＜당기＞,822,"1,305","1,495","3,500","2,215","2,070", , 
  BPS＜당기＞,"1,599","1,895","2,500","3,638","3,226",, , 
펼치기 PCR,47.81,3.26,2.98,-10.14,-15.34,,-51.33, 
  보통주수정주가(기말)＜당기＞,822,"1,305","1,495","3,500","2,215","2,070", , 
  CPS＜당기＞,17,400,501,-345,-144,, , 
펼치기 PSR,0.20,0.30,0.33,3.62,2.99,,-17.49, 
  보통주수정주가(기말)＜당기＞,822,"1,305","1,495","3,500","2,215","2,070", , 
  SPS＜당기＞,"4,127","4,408","4,488",966,741,, , 
펼치기 EV/EBITDA,3.60,0.65,0.50,-9.46,-4.46,,52.88, 
  EV＜당기＞,182.1,124.0,77.8,750.1,148.0,, , 
  EBITDA＜당기＞,50.6,191.9,156.6,-79.3,-33.2,, , 
펼치기 DPS,0,80,60,50,60,,20, 
  현금DPS,0,80,60,50,60,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,6.13,4.01,1.43,2.71,,1.28, 
  현금배당성향(%),0.00,25.38,8.47,4.20,-16.57,,-20.78, 
