항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,17,-68,403,"1,305",326,452,-75,38
  당기순이익(지배)＜당기＞,7.4,-29.8,177.0,573.8,143.5,198.5, , 
  보통주수정평균발행주식수＜당기＞,"43,960,757","43,960,757","43,960,757","43,960,757","43,960,757","43,960,757", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"7,565","7,403","7,623","8,845","9,042","9,228",2,2
  자본총계(지배)＜당기＞,"3,103.2","3,037.0","3,127.2","3,805.3","3,890.0","3,970.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"41,022,165","41,022,165","41,022,165","43,022,165","43,022,165","43,022,165", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-351,973,-10,"1,579",580,742,-63,28
  영업활동현금흐름＜당기＞,-154.3,427.8,-4.2,694.3,255.1,-417.5, , 
  보통주수정평균발행주식수＜당기＞,"43,960,757","43,960,757","43,960,757","43,960,757","43,960,757","43,960,757", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,438","5,157","6,219","9,364","8,367","8,084",-11,-3
  매출액＜당기＞,"2,390.6","2,267.0","2,734.0","4,116.7","3,678.3","3,554.0", , 
  보통주수정평균발행주식수＜당기＞,"43,960,757","43,960,757","43,960,757","43,960,757","43,960,757","43,960,757", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,316.65,N/A,19.45,10.30,32.94,28.68,219.62,-12.92
  보통주수정주가(기말)＜당기＞,"5,360","7,040","7,830","13,450","10,750","12,950", , 
  EPS＜당기＞,17,-68,403,"1,305",326,452, , 
펼치기 PBR,0.71,0.95,1.03,1.52,1.19,1.40,-21.81,18.04
  보통주수정주가(기말)＜당기＞,"5,360","7,040","7,830","13,450","10,750","12,950", , 
  BPS＜당기＞,"7,565","7,403","7,623","8,845","9,042","9,228", , 
펼치기 PCR,-15.27,7.23,-816.41,8.52,18.53,17.46,117.56,-5.74
  보통주수정주가(기말)＜당기＞,"5,360","7,040","7,830","13,450","10,750","12,950", , 
  CPS＜당기＞,-351,973,-10,"1,579",580,742, , 
펼치기 PSR,0.99,1.37,1.26,1.44,1.28,1.60,-10.55,24.68
  보통주수정주가(기말)＜당기＞,"5,360","7,040","7,830","13,450","10,750","12,950", , 
  SPS＜당기＞,"5,438","5,157","6,219","9,364","8,367","8,084", , 
펼치기 EV/EBITDA,10.35,17.57,8.57,5.80,9.19,14.63,58.37,59.19
  EV＜당기＞,"1,270.4","2,152.7","2,720.9","4,887.7","3,927.9","5,245.9", , 
  EBITDA＜당기＞,122.7,122.5,317.3,842.1,427.3,358.5, , 
펼치기 DPS,100,100,120,180,150,,-17, 
  현금DPS,100,100,120,180,150,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.87,1.42,1.53,1.34,1.40,0.58,0.06,-0.82
  현금배당성향(%),551.27,-137.72,27.81,13.50,44.98,16.61,31.48,-28.37
