항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-375,-584,-510,-310,-205,,34, 
  당기순이익(지배)＜당기＞,-100.8,-213.2,-215.9,-134.4,-117.4,, , 
  보통주수정평균발행주식수＜당기＞,"26,900,259","36,529,464","42,358,046","43,298,655","57,324,469","65,973,604", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,247","1,237",709,469,351,,-25, 
  자본총계(지배)＜당기＞,667.5,523.7,300.7,266.4,231.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"29,701,304","42,349,528","42,397,604","56,849,517","65,973,604","65,973,604", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-11,-233,86,-156,-24,,85, 
  영업활동현금흐름＜당기＞,-3.0,-85.2,36.6,-67.5,-13.6,, , 
  보통주수정평균발행주식수＜당기＞,"26,900,259","36,529,464","42,358,046","43,298,655","57,324,469","65,973,604", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"7,089","5,580","4,830","3,527","3,259",,-8, 
  매출액＜당기＞,"1,907.0","2,038.3","2,046.0","1,527.2","1,868.3",, , 
  보통주수정평균발행주식수＜당기＞,"26,900,259","36,529,464","42,358,046","43,298,655","57,324,469","65,973,604", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,-24.51, 
  보통주수정주가(기말)＜당기＞,"1,021",488,469,719,591,726, , 
  EPS＜당기＞,-375,-584,-510,-310,-205,, , 
펼치기 PBR,0.45,0.39,0.66,1.53,1.68,,9.68, 
  보통주수정주가(기말)＜당기＞,"1,021",488,469,719,591,726, , 
  BPS＜당기＞,"2,247","1,237",709,469,351,, , 
펼치기 PCR,-90.50,-2.09,5.43,-4.61,-24.89,,-440.02, 
  보통주수정주가(기말)＜당기＞,"1,021",488,469,719,591,726, , 
  CPS＜당기＞,-11,-233,86,-156,-24,, , 
펼치기 PSR,0.14,0.09,0.10,0.20,0.18,,-11.04, 
  보통주수정주가(기말)＜당기＞,"1,021",488,469,719,591,726, , 
  SPS＜당기＞,"7,089","5,580","4,830","3,527","3,259",, , 
펼치기 EV/EBITDA,24.70,50.03,55.22,29.70,138.84,,367.43, 
  EV＜당기＞,"1,924.1","1,863.3","1,991.7","1,993.3","1,762.3",, , 
  EBITDA＜당기＞,77.9,37.2,36.1,67.1,12.7,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
