항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,79,740,595,524,436,,-17, 
  당기순이익(지배)＜당기＞,11.0,102.9,82.8,72.8,60.6,, , 
  보통주수정평균발행주식수＜당기＞,"13,900,000","13,900,000","13,900,000","13,900,000","13,900,000","13,900,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"12,722","13,460","13,920","14,381","14,643",,2, 
  자본총계(지배)＜당기＞,"1,768.4","1,871.0","1,934.9","1,999.0","2,035.4",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"13,900,006","13,900,003","13,900,007","13,900,000","13,900,000","13,900,000", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,390,675,739,"1,655","-1,166",,-170, 
  영업활동현금흐름＜당기＞,54.2,93.9,102.7,230.0,-162.1,, , 
  보통주수정평균발행주식수＜당기＞,"13,900,000","13,900,000","13,900,000","13,900,000","13,900,000","13,900,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"18,690","18,918","18,842","17,495","19,965",,14, 
  매출액＜당기＞,"2,597.9","2,629.6","2,619.1","2,431.8","2,775.1",, , 
  보통주수정평균발행주식수＜당기＞,"13,900,000","13,900,000","13,900,000","13,900,000","13,900,000","13,900,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,98.66,8.22,9.09,18.83,17.26,,-8.36, 
  보통주수정주가(기말)＜당기＞,"7,792","6,088","5,415","9,860","7,530","8,120", , 
  EPS＜당기＞,79,740,595,524,436,, , 
펼치기 PBR,0.61,0.45,0.39,0.69,0.51,,-25.00, 
  보통주수정주가(기말)＜당기＞,"7,792","6,088","5,415","9,860","7,530","8,120", , 
  BPS＜당기＞,"12,722","13,460","13,920","14,381","14,643",, , 
펼치기 PCR,19.97,9.01,7.33,5.96,-6.46,,-208.36, 
  보통주수정주가(기말)＜당기＞,"7,792","6,088","5,415","9,860","7,530","8,120", , 
  CPS＜당기＞,390,675,739,"1,655","-1,166",, , 
펼치기 PSR,0.42,0.32,0.29,0.56,0.38,,-33.08, 
  보통주수정주가(기말)＜당기＞,"7,792","6,088","5,415","9,860","7,530","8,120", , 
  SPS＜당기＞,"18,690","18,918","18,842","17,495","19,965",, , 
펼치기 EV/EBITDA,9.99,4.92,3.55,5.84,20.58,,252.57, 
  EV＜당기＞,"1,059.6",787.4,670.3,"1,103.2","1,133.7",, , 
  EBITDA＜당기＞,106.0,160.0,188.8,189.0,55.1,, , 
펼치기 DPS,86,97,107,107,80,,-25, 
  현금DPS,73,84,96,98,80,, , 
  주식DPS,13,13,11,9,,, , 
  현금배당수익률,0.93,1.38,1.77,1.00,1.06,,0.07, 
  현금배당성향(%),92.11,11.37,16.13,18.76,18.34,,-0.42, 
