항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-478,-448,"-2,290","-3,366","-1,721",,49, 
  당기순이익(지배)＜당기＞,-658.2,-618.4,"-3,413.6","-5,043.4","-2,579.4",, , 
  보통주수정평균발행주식수＜당기＞,"137,827,513","137,949,396","149,058,154","149,840,002","149,840,002","149,840,002", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"5,619","5,026","2,690",-588,-538,,9, 
  자본총계(지배)＜당기＞,"7,751.5","6,932.9","4,031.2",-881.2,-806.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"137,949,396","137,949,396","149,840,002","149,840,002","149,840,002",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"1,483","1,284",-171,356,100,,-72, 
  영업활동현금흐름＜당기＞,"2,043.8","1,771.2",-254.7,533.1,149.2,, , 
  보통주수정평균발행주식수＜당기＞,"137,827,513","137,949,396","149,058,154","149,840,002","149,840,002","149,840,002", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"25,355","26,856","24,312","19,689","16,213",,-18, 
  매출액＜당기＞,"34,946.4","37,047.9","36,238.8","29,501.8","24,293.3",, , 
  보통주수정평균발행주식수＜당기＞,"137,827,513","137,949,396","149,058,154","149,840,002","149,840,002","149,840,002", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,-95.52, 
  보통주수정주가(기말)＜당기＞,"5,120","3,960","2,075","2,770","2,770","2,770", , 
  EPS＜당기＞,-478,-448,"-2,290","-3,366","-1,721",, , 
펼치기 PBR,0.91,0.79,0.77,N/A,N/A,,-9.34, 
  보통주수정주가(기말)＜당기＞,"5,120","3,960","2,075","2,770","2,770","2,770", , 
  BPS＜당기＞,"5,619","5,026","2,690",-588,-538,, , 
펼치기 PCR,3.45,3.08,-12.14,7.79,27.81,,257.28, 
  보통주수정주가(기말)＜당기＞,"5,120","3,960","2,075","2,770","2,770","2,770", , 
  CPS＜당기＞,"1,483","1,284",-171,356,100,, , 
펼치기 PSR,0.20,0.15,0.09,0.14,0.17,,21.44, 
  보통주수정주가(기말)＜당기＞,"5,120","3,960","2,075","2,770","2,770","2,770", , 
  SPS＜당기＞,"25,355","26,856","24,312","19,689","16,213",, , 
펼치기 EV/EBITDA,6.37,4.34,-39.22,-2.60,-12.05,,-362.56, 
  EV＜당기＞,"7,247.0","6,434.4","6,096.0","5,925.1","7,033.5",, , 
  EBITDA＜당기＞,"1,136.8","1,481.8",-155.4,"-2,275.3",-583.9,, , 
펼치기 DPS,0,,,,,, , 
  현금DPS,0,,,,,, , 
  주식DPS,0,,,,,, , 
  현금배당수익률,0.00,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
