항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,643,-309,-665,95,691,,627, 
  당기순이익(지배)＜당기＞,116.0,-57.2,-215.2,36.2,367.8,, , 
  보통주수정평균발행주식수＜당기＞,"18,020,878","18,492,087","32,353,490","38,060,863","53,242,476","58,430,111", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"3,430","2,926","2,207","1,904","2,667",,40, 
  자본총계(지배)＜당기＞,618.0,946.7,714.1,"1,013.9","1,419.9",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"18,020,878","32,353,490","32,353,490","53,242,476","53,242,476","60,244,432", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,45,"1,192",100,"1,001",73,,-93, 
  영업활동현금흐름＜당기＞,8.1,220.4,32.4,380.8,39.0,, , 
  보통주수정평균발행주식수＜당기＞,"18,020,878","18,492,087","32,353,490","38,060,863","53,242,476","58,430,111", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"19,215","19,736","12,084","10,912","12,988",,19, 
  매출액＜당기＞,"3,462.7","3,649.6","3,909.7","4,153.1","6,915.3",, , 
  보통주수정평균발행주식수＜당기＞,"18,020,878","18,492,087","32,353,490","38,060,863","53,242,476","58,430,111", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,3.29,N/A,N/A,20.47,4.94,,-75.86, 
  보통주수정주가(기말)＜당기＞,"2,120","2,500","1,630","1,945","3,415","2,850", , 
  EPS＜당기＞,643,-309,-665,95,691,, , 
펼치기 PBR,0.62,0.85,0.74,1.02,1.28,,25.37, 
  보통주수정주가(기말)＜당기＞,"2,120","2,500","1,630","1,945","3,415","2,850", , 
  BPS＜당기＞,"3,430","2,926","2,207","1,904","2,667",, , 
펼치기 PCR,47.13,2.10,16.25,1.94,46.64,,"2,299.49", 
  보통주수정주가(기말)＜당기＞,"2,120","2,500","1,630","1,945","3,415","2,850", , 
  CPS＜당기＞,45,"1,192",100,"1,001",73,, , 
펼치기 PSR,0.11,0.13,0.13,0.18,0.26,,47.51, 
  보통주수정주가(기말)＜당기＞,"2,120","2,500","1,630","1,945","3,415","2,850", , 
  SPS＜당기＞,"19,215","19,736","12,084","10,912","12,988",, , 
펼치기 EV/EBITDA,3.86,7.25,24.77,9.44,6.57,,-30.42, 
  EV＜당기＞,850.8,"1,332.7","1,653.3","1,783.2","3,122.8",, , 
  EBITDA＜당기＞,220.2,183.8,66.8,188.9,475.5,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
