항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-7,169","-13,840","-23,962","3,514",95,,-97, 
  당기순이익(지배)＜당기＞,-120.4,-232.5,-402.6,59.0,1.6,, , 
  보통주수정평균발행주식수＜당기＞,"1,680,000","1,680,000","1,680,000","1,680,000","1,680,000","1,680,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"130,677","109,682","115,251","123,154","126,397",,3, 
  자본총계(지배)＜당기＞,"1,489.0","1,249.8","1,313.2","1,403.3","1,440.3",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"1,139,470","1,139,470","1,139,470","1,139,470","1,139,470",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"-6,820","-7,281","-5,314","-9,377",-860,,91, 
  영업활동현금흐름＜당기＞,-114.6,-122.3,-89.3,-157.5,-14.5,, , 
  보통주수정평균발행주식수＜당기＞,"1,680,000","1,680,000","1,680,000","1,680,000","1,680,000","1,680,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"108,622","88,884","81,836","62,591","79,610",,27, 
  매출액＜당기＞,"1,824.9","1,493.3","1,374.8","1,051.5","1,337.5",, , 
  보통주수정평균발행주식수＜당기＞,"1,680,000","1,680,000","1,680,000","1,680,000","1,680,000","1,680,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,8.50,422.34,,"4,871.63", 
  보통주수정주가(기말)＜당기＞,"19,300","17,150","15,350","29,850","40,200","54,400", , 
  EPS＜당기＞,"-7,169","-13,840","-23,962","3,514",95,, , 
펼치기 PBR,0.15,0.16,0.13,0.24,0.32,,31.22, 
  보통주수정주가(기말)＜당기＞,"19,300","17,150","15,350","29,850","40,200","54,400", , 
  BPS＜당기＞,"130,677","109,682","115,251","123,154","126,397",, , 
펼치기 PCR,-2.83,-2.36,-2.89,-3.18,-46.74,,"-1,368.09", 
  보통주수정주가(기말)＜당기＞,"19,300","17,150","15,350","29,850","40,200","54,400", , 
  CPS＜당기＞,"-6,820","-7,281","-5,314","-9,377",-860,, , 
펼치기 PSR,0.18,0.19,0.19,0.48,0.50,,5.88, 
  보통주수정주가(기말)＜당기＞,"19,300","17,150","15,350","29,850","40,200","54,400", , 
  SPS＜당기＞,"108,622","88,884","81,836","62,591","79,610",, , 
펼치기 EV/EBITDA,-43.60,72.57,-11.56,-28.83,13.46,,146.70, 
  EV＜당기＞,"2,384.4","2,189.5","2,195.6","2,176.0","2,323.6",, , 
  EBITDA＜당기＞,-54.7,30.2,-189.9,-75.5,172.6,, , 
펼치기 DPS,500,,,,,, , 
  현금DPS,500,,,,,, , 
  주식DPS,,,,,,, , 
  현금배당수익률,2.59,,,,,, , 
  현금배당성향(%),-4.73,0.00,0.00,0.00,,, , 
