항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-28,-28,-175,69,-184,,-368, 
  당기순이익(지배)＜당기＞,-3.4,-3.3,-21.0,8.3,-22.1,, , 
  보통주수정평균발행주식수＜당기＞,"12,000,000","12,000,000","12,000,000","12,000,000","12,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"2,441","2,397","2,221","2,300","2,116",,-8, 
  자본총계(지배)＜당기＞,292.9,287.6,266.5,276.1,253.9,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"12,000,000","12,000,000","12,000,000","12,000,000","12,000,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,97,-49,95,48,-183,,-482, 
  영업활동현금흐름＜당기＞,11.6,-5.9,11.4,5.7,-22.0,, , 
  보통주수정평균발행주식수＜당기＞,"12,000,000","12,000,000","12,000,000","12,000,000","12,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"4,133","4,144","3,711","3,607","2,899",,-20, 
  매출액＜당기＞,495.9,497.3,445.3,432.9,347.9,, , 
  보통주수정평균발행주식수＜당기＞,"12,000,000","12,000,000","12,000,000","12,000,000","12,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,N/A,N/A,N/A,79.17,N/A,,-137.68, 
  보통주수정주가(기말)＜당기＞,"2,285","6,300","4,650","5,450","5,500","4,500", , 
  EPS＜당기＞,-28,-28,-175,69,-184,, , 
펼치기 PBR,0.94,2.63,2.09,2.37,2.60,,9.71, 
  보통주수정주가(기말)＜당기＞,"2,285","6,300","4,650","5,450","5,500","4,500", , 
  BPS＜당기＞,"2,441","2,397","2,221","2,300","2,116",, , 
펼치기 PCR,23.59,-128.27,48.81,113.78,-30.05,,-126.41, 
  보통주수정주가(기말)＜당기＞,"2,285","6,300","4,650","5,450","5,500","4,500", , 
  CPS＜당기＞,97,-49,95,48,-183,, , 
펼치기 PSR,0.55,1.52,1.25,1.51,1.90,,25.59, 
  보통주수정주가(기말)＜당기＞,"2,285","6,300","4,650","5,450","5,500","4,500", , 
  SPS＜당기＞,"4,133","4,144","3,711","3,607","2,899",, , 
펼치기 EV/EBITDA,51.96,180.59,-28.54,68.96,-19.16,,-127.78, 
  EV＜당기＞,247.8,739.3,547.3,619.3,619.3,, , 
  EBITDA＜당기＞,4.8,4.1,-19.2,9.0,-32.3,, , 
펼치기 DPS,,,,,,, , 
  현금DPS,,,,,,, , 
  주식DPS,,,,,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
