항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"7,256","10,769","4,379","3,058","6,539",,114, 
  당기순이익(지배)＜당기＞,290.2,430.8,175.1,122.3,261.6,, , 
  보통주수정평균발행주식수＜당기＞,"4,000,000","4,000,000","4,000,000","4,000,000","4,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"39,918","48,912","49,395","50,598","56,534",,12, 
  자본총계(지배)＜당기＞,"1,596.7","1,956.5","1,975.8","2,023.9","2,261.4",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"4,000,000","4,000,000","4,000,000","4,000,000","4,000,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"-15,565","15,907","15,055","9,063","19,233",,112, 
  영업활동현금흐름＜당기＞,-622.6,636.3,602.2,362.5,769.3,, , 
  보통주수정평균발행주식수＜당기＞,"4,000,000","4,000,000","4,000,000","4,000,000","4,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"266,106","271,067","254,038","239,189","314,188",,31, 
  매출액＜당기＞,"10,644.3","10,842.7","10,161.5","9,567.6","12,567.5",, , 
  보통주수정평균발행주식수＜당기＞,"4,000,000","4,000,000","4,000,000","4,000,000","4,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,3.62,2.22,6.01,8.78,5.31,,-39.57, 
  보통주수정주가(기말)＜당기＞,"26,250","23,950","26,300","26,850","34,700","32,500", , 
  EPS＜당기＞,"7,256","10,769","4,379","3,058","6,539",, , 
펼치기 PBR,0.66,0.49,0.53,0.53,0.61,,15.67, 
  보통주수정주가(기말)＜당기＞,"26,250","23,950","26,300","26,850","34,700","32,500", , 
  BPS＜당기＞,"39,918","48,912","49,395","50,598","56,534",, , 
펼치기 PCR,-1.69,1.51,1.75,2.96,1.80,,-39.10, 
  보통주수정주가(기말)＜당기＞,"26,250","23,950","26,300","26,850","34,700","32,500", , 
  CPS＜당기＞,"-15,565","15,907","15,055","9,063","19,233",, , 
펼치기 PSR,0.10,0.09,0.10,0.11,0.11,,-1.61, 
  보통주수정주가(기말)＜당기＞,"26,250","23,950","26,300","26,850","34,700","32,500", , 
  SPS＜당기＞,"266,106","271,067","254,038","239,189","314,188",, , 
펼치기 EV/EBITDA,4.84,3.43,2.65,2.66,1.73,,-34.93, 
  EV＜당기＞,"1,587.9","1,035.9","1,081.1","1,122.7","1,055.4",, , 
  EBITDA＜당기＞,327.8,301.7,407.6,421.6,609.2,, , 
펼치기 DPS,750,750,800,800,850,,6, 
  현금DPS,750,750,800,800,850,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,2.86,3.13,3.04,2.98,2.45,,-0.53, 
  현금배당성향(%),10.34,6.96,18.27,26.16,13.00,,-13.16, 
