항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,205,158,180,275,181,,-34, 
  당기순이익(지배)＜당기＞,51.1,39.4,44.8,68.5,45.2,, , 
  보통주수정평균발행주식수＜당기＞,"24,939,425","24,939,425","24,939,425","24,939,425","24,939,425","24,939,425", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,598","3,754","3,883","4,153","4,323",,4, 
  자본총계(지배)＜당기＞,887.7,926.3,958.1,"1,024.6","1,066.6",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"24,671,420","24,671,420","24,671,420","24,671,420","24,671,420",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,40,-229,419,-124,593,,578, 
  영업활동현금흐름＜당기＞,10.0,-57.2,104.5,-31.0,147.9,, , 
  보통주수정평균발행주식수＜당기＞,"24,939,425","24,939,425","24,939,425","24,939,425","24,939,425","24,939,425", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"6,998","6,353","7,717","7,639","8,560",,12, 
  매출액＜당기＞,"1,745.2","1,584.3","1,924.6","1,905.0","2,134.9",, , 
  보통주수정평균발행주식수＜당기＞,"24,939,425","24,939,425","24,939,425","24,939,425","24,939,425","24,939,425", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,13.13,13.74,18.71,17.83,16.07,,-9.86, 
  보통주수정주가(기말)＜당기＞,"2,690","2,170","3,360","4,900","2,910","6,110", , 
  EPS＜당기＞,205,158,180,275,181,, , 
펼치기 PBR,0.75,0.58,0.87,1.18,0.67,,-42.95, 
  보통주수정주가(기말)＜당기＞,"2,690","2,170","3,360","4,900","2,910","6,110", , 
  BPS＜당기＞,"3,598","3,754","3,883","4,153","4,323",, , 
펼치기 PCR,66.85,-9.46,8.02,-39.48,4.91,,112.43, 
  보통주수정주가(기말)＜당기＞,"2,690","2,170","3,360","4,900","2,910","6,110", , 
  CPS＜당기＞,40,-229,419,-124,593,, , 
펼치기 PSR,0.38,0.34,0.44,0.64,0.34,,-47.00, 
  보통주수정주가(기말)＜당기＞,"2,690","2,170","3,360","4,900","2,910","6,110", , 
  SPS＜당기＞,"6,998","6,353","7,717","7,639","8,560",, , 
펼치기 EV/EBITDA,15.00,15.93,14.36,14.64,17.00,,16.09, 
  EV＜당기＞,"1,174.3","1,295.0","1,365.5","1,884.1","1,457.4",, , 
  EBITDA＜당기＞,78.3,81.3,95.1,128.7,85.7,, , 
펼치기 DPS,35,30,30,35,40,,14, 
  현금DPS,35,30,30,35,40,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.30,1.38,0.89,0.71,1.37,,0.66, 
  현금배당성향(%),16.90,18.79,16.53,12.60,21.85,,9.25, 
