항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,4,69,68,-65,79,,221, 
  당기순이익(지배)＜당기＞,0.7,10.5,10.5,-10.0,12.1,, , 
  보통주수정평균발행주식수＜당기＞,"15,326,438","15,326,438","15,326,438","15,326,438","15,326,438",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"7,602","7,644","7,734","7,616","7,839",,3, 
  자본총계(지배)＜당기＞,"1,165.2","1,171.6","1,185.4","1,167.3","1,201.4",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"15,326,438","15,326,438","15,326,438","15,326,438","15,326,438",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,328,238,252,385,34,,-91, 
  영업활동현금흐름＜당기＞,50.2,36.4,38.6,58.9,5.3,, , 
  보통주수정평균발행주식수＜당기＞,"15,326,438","15,326,438","15,326,438","15,326,438","15,326,438",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"7,624","7,302","7,533","6,685","7,673",,15, 
  매출액＜당기＞,"1,168.5","1,119.2","1,154.5","1,024.5","1,176.1",, , 
  보통주수정평균발행주식수＜당기＞,"15,326,438","15,326,438","15,326,438","15,326,438","15,326,438",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,934.67,40.12,38.92,N/A,43.64,,204.21, 
  보통주수정주가(기말)＜당기＞,"3,967","2,750","2,660","2,735","3,450","3,345", , 
  EPS＜당기＞,4,69,68,-65,79,, , 
펼치기 PBR,0.52,0.36,0.34,0.36,0.44,,22.56, 
  보통주수정주가(기말)＜당기＞,"3,967","2,750","2,660","2,735","3,450","3,345", , 
  BPS＜당기＞,"7,602","7,644","7,734","7,616","7,839",, , 
펼치기 PCR,12.11,11.57,10.57,7.11,100.57,,"1,314.01", 
  보통주수정주가(기말)＜당기＞,"3,967","2,750","2,660","2,735","3,450","3,345", , 
  CPS＜당기＞,328,238,252,385,34,, , 
펼치기 PSR,0.52,0.38,0.35,0.41,0.45,,9.89, 
  보통주수정주가(기말)＜당기＞,"3,967","2,750","2,660","2,735","3,450","3,345", , 
  SPS＜당기＞,"7,624","7,302","7,533","6,685","7,673",, , 
펼치기 EV/EBITDA,4.19,-0.52,0.39,1.97,5.53,,181.21, 
  EV＜당기＞,137.6,-14.4,16.1,40.0,229.3,, , 
  EBITDA＜당기＞,32.8,27.7,41.1,20.3,41.4,, , 
펼치기 DPS,0,10,50,50,50,,0, 
  현금DPS,0,0,50,50,50,, , 
  주식DPS,0,10,0,0,,, , 
  현금배당수익률,0.00,0.00,1.88,1.83,1.45,,-0.38, 
  현금배당성향(%),0.00,0.00,73.16,-76.55,63.24,,139.79, 
