항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,103,23,6,-190,-347,,-82, 
  당기순이익(지배)＜당기＞,46.6,10.3,2.6,-90.5,-185.2,, , 
  보통주수정평균발행주식수＜당기＞,"45,451,006","45,451,006","45,451,006","47,566,378","53,394,505","53,394,505", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,609","1,620","1,646","1,467","1,156",,-21, 
  자본총계(지배)＜당기＞,701.9,695.7,707.2,736.9,608.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"43,630,826","42,954,826","42,954,826","50,243,325","52,644,505","52,644,505", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,85,149,74,146,-211,,-244, 
  영업활동현금흐름＜당기＞,38.8,67.6,33.6,69.7,-112.6,, , 
  보통주수정평균발행주식수＜당기＞,"45,451,006","45,451,006","45,451,006","47,566,378","53,394,505","53,394,505", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"3,970","4,989","5,118","3,772","4,411",,17, 
  매출액＜당기＞,"1,804.6","2,267.5","2,326.2","1,794.0","2,355.2",, , 
  보통주수정평균발행주식수＜당기＞,"45,451,006","45,451,006","45,451,006","47,566,378","53,394,505","53,394,505", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,13.51,58.41,279.64,N/A,N/A,,61.50, 
  보통주수정주가(기말)＜당기＞,"1,385","1,325","1,625","2,300","1,615","1,405", , 
  EPS＜당기＞,103,23,6,-190,-347,, , 
펼치기 PBR,0.86,0.82,0.99,1.57,1.40,,-10.91, 
  보통주수정주가(기말)＜당기＞,"1,385","1,325","1,625","2,300","1,615","1,405", , 
  BPS＜당기＞,"1,609","1,620","1,646","1,467","1,156",, , 
펼치기 PCR,16.21,8.91,22.00,15.70,-7.66,,-148.79, 
  보통주수정주가(기말)＜당기＞,"1,385","1,325","1,625","2,300","1,615","1,405", , 
  CPS＜당기＞,85,149,74,146,-211,, , 
펼치기 PSR,0.35,0.27,0.32,0.61,0.37,,-39.96, 
  보통주수정주가(기말)＜당기＞,"1,385","1,325","1,625","2,300","1,615","1,405", , 
  SPS＜당기＞,"3,970","4,989","5,118","3,772","4,411",, , 
펼치기 EV/EBITDA,11.16,19.93,16.49,85.75,-22.66,,-126.43, 
  EV＜당기＞,"1,369.0","1,524.8","1,653.2","2,043.4","1,846.2",, , 
  EBITDA＜당기＞,122.7,76.5,100.2,23.8,-81.5,, , 
펼치기 DPS,30,0,0,15,0,,-100, 
  현금DPS,30,0,0,15,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,2.17,0.00,0.00,0.65,0.00,,-0.65, 
  현금배당성향(%),28.08,0.00,0.00,-8.33,,, , 
