항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"3,021","3,585","3,407","1,935","2,193","2,943",13,34
  당기순이익(지배)＜당기＞,"1,359.6","1,613.3","1,533.3",870.6,986.8,"1,324.3", , 
  보통주수정평균발행주식수＜당기＞,"45,000,000","45,000,000","45,000,000","45,000,000","45,000,000","45,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"20,113","21,870","23,632","23,371","24,711","26,219",6,6
  자본총계(지배)＜당기＞,"9,050.7","9,841.4","10,634.2","10,516.8","11,119.9","11,798.5", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"45,000,000","45,000,000","45,000,000","45,000,000","45,000,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"2,952","2,891","3,568","1,657","2,962","3,930",79,33
  영업활동현금흐름＜당기＞,"1,328.5","1,300.9","1,605.6",745.6,"1,332.9","1,209.3", , 
  보통주수정평균발행주식수＜당기＞,"45,000,000","45,000,000","45,000,000","45,000,000","45,000,000","45,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"27,484","27,610","27,710","28,960","30,679","32,018",6,4
  매출액＜당기＞,"12,367.8","12,424.5","12,469.5","13,032.0","13,805.5","14,408.0", , 
  보통주수정평균발행주식수＜당기＞,"45,000,000","45,000,000","45,000,000","45,000,000","45,000,000","45,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,13.44,9.26,11.49,15.35,17.58,12.50,14.51,-28.87
  보통주수정주가(기말)＜당기＞,"40,600","33,200","39,150","29,700","38,550","36,800", , 
  EPS＜당기＞,"3,021","3,585","3,407","1,935","2,193","2,943", , 
펼치기 PBR,2.02,1.52,1.66,1.27,1.56,1.40,22.76,-10.03
  보통주수정주가(기말)＜당기＞,"40,600","33,200","39,150","29,700","38,550","36,800", , 
  BPS＜당기＞,"20,113","21,870","23,632","23,371","24,711","26,219", , 
펼치기 PCR,13.75,11.48,10.97,17.93,13.01,9.36,-27.40,-28.05
  보통주수정주가(기말)＜당기＞,"40,600","33,200","39,150","29,700","38,550","36,800", , 
  CPS＜당기＞,"2,952","2,891","3,568","1,657","2,962","3,930", , 
펼치기 PSR,1.48,1.20,1.41,1.03,1.26,1.15,22.53,-8.53
  보통주수정주가(기말)＜당기＞,"40,600","33,200","39,150","29,700","38,550","36,800", , 
  SPS＜당기＞,"27,484","27,610","27,710","28,960","30,679","32,018", , 
펼치기 EV/EBITDA,8.08,5.79,6.29,6.37,8.98,6.80,40.95,-24.28
  EV＜당기＞,"16,248.7","13,384.4","14,964.1","11,363.8","15,127.2","14,136.2", , 
  EBITDA＜당기＞,"2,011.8","2,310.2","2,377.7","1,784.2","1,685.1","2,079.5", , 
펼치기 DPS,"1,470","1,790","1,920","1,146","1,199",,5, 
  현금DPS,"1,470","1,790","1,920","1,146","1,199",, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,3.62,5.39,4.90,3.86,3.11,4.36,-0.75,1.25
  현금배당성향(%),48.65,49.93,56.35,59.24,54.68,54.56,-4.56,-0.11
