항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"2,575","1,790",855,"2,006","2,043","2,036",2,-0
  당기순이익(지배)＜당기＞,358.0,248.8,118.8,278.8,284.0,283.0, , 
  보통주수정평균발행주식수＜당기＞,"13,900,000","13,900,000","13,900,000","13,900,000","13,900,000","13,900,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"15,725","16,086","16,051","17,350","19,034","20,597",10,8
  자본총계(지배)＜당기＞,"1,934.7","1,979.0","1,974.7","2,134.6","2,341.7","2,534.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"12,302,822","12,302,822","12,302,822","12,302,822","12,302,822",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"2,682","2,164","1,700","1,717","1,724","2,626",0,52
  영업활동현금흐름＜당기＞,372.8,300.8,236.3,238.6,239.7,327.0, , 
  보통주수정평균발행주식수＜당기＞,"13,900,000","13,900,000","13,900,000","13,900,000","13,900,000","13,900,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"17,645","18,706","17,405","16,918","17,991","18,626",6,4
  매출액＜당기＞,"2,452.7","2,600.2","2,419.3","2,351.6","2,500.7","2,589.0", , 
  보통주수정평균발행주식수＜당기＞,"13,900,000","13,900,000","13,900,000","13,900,000","13,900,000","13,900,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,13.92,22.43,29.19,13.59,12.87,12.11,-5.27,-5.93
  보통주수정주가(기말)＜당기＞,"35,850","40,150","24,950","27,250","26,300","24,650", , 
  EPS＜당기＞,"2,575","1,790",855,"2,006","2,043","2,036", , 
펼치기 PBR,2.28,2.50,1.55,1.57,1.38,1.20,-12.02,-13.39
  보통주수정주가(기말)＜당기＞,"35,850","40,150","24,950","27,250","26,300","24,650", , 
  BPS＜당기＞,"15,725","16,086","16,051","17,350","19,034","20,597", , 
펼치기 PCR,13.37,18.55,14.67,15.87,15.25,9.39,-3.92,-38.46
  보통주수정주가(기말)＜당기＞,"35,850","40,150","24,950","27,250","26,300","24,650", , 
  CPS＜당기＞,"2,682","2,164","1,700","1,717","1,724","2,626", , 
펼치기 PSR,2.03,2.15,1.43,1.61,1.46,1.32,-9.24,-9.47
  보통주수정주가(기말)＜당기＞,"35,850","40,150","24,950","27,250","26,300","24,650", , 
  SPS＜당기＞,"17,645","18,706","17,405","16,918","17,991","18,626", , 
펼치기 EV/EBITDA,8.84,8.05,6.05,9.36,9.89,6.74,5.70,-31.87
  EV＜당기＞,"4,739.0","5,227.3","3,110.1","3,625.6","4,083.6","2,959.4", , 
  EBITDA＜당기＞,535.8,649.5,513.7,387.3,412.7,439.0, , 
펼치기 DPS,800,800,800,800,800,,0, 
  현금DPS,800,800,800,800,800,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.23,1.99,3.21,2.94,3.04,2.92,0.11,-0.12
  현금배당성향(%),27.50,39.55,82.84,35.30,34.65,35.36,-0.65,0.71
