항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,297,240,238,431,679,,57, 
  당기순이익(지배)＜당기＞,89.2,72.0,71.3,129.4,203.6,, , 
  보통주수정평균발행주식수＜당기＞,"30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"6,111","6,297","6,429","6,805","7,431",,9, 
  자본총계(지배)＜당기＞,"1,827.5","1,883.0","1,922.7","2,035.0","2,222.2",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"29,905,750","29,905,750","29,905,750","29,905,750","29,905,750",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,499,264,"1,034",597,"1,105",,85, 
  영업활동현금흐름＜당기＞,149.8,79.3,310.2,179.1,331.6,, , 
  보통주수정평균발행주식수＜당기＞,"30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"12,152","13,348","14,872","16,291","23,158",,42, 
  매출액＜당기＞,"3,645.5","4,004.4","4,461.7","4,887.3","6,947.4",, , 
  보통주수정평균발행주식수＜당기＞,"30,000,000","30,000,000","30,000,000","30,000,000","30,000,000","30,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,8.61,11.99,11.56,8.69,9.17,,5.44, 
  보통주수정주가(기말)＜당기＞,"2,560","2,875","2,750","3,750","6,220","6,010", , 
  EPS＜당기＞,297,240,238,431,679,, , 
펼치기 PBR,0.42,0.46,0.43,0.55,0.84,,51.89, 
  보통주수정주가(기말)＜당기＞,"2,560","2,875","2,750","3,750","6,220","6,010", , 
  BPS＜당기＞,"6,111","6,297","6,429","6,805","7,431",, , 
펼치기 PCR,5.13,10.87,2.66,6.28,5.63,,-10.44, 
  보통주수정주가(기말)＜당기＞,"2,560","2,875","2,750","3,750","6,220","6,010", , 
  CPS＜당기＞,499,264,"1,034",597,"1,105",, , 
펼치기 PSR,0.21,0.22,0.18,0.23,0.27,,16.68, 
  보통주수정주가(기말)＜당기＞,"2,560","2,875","2,750","3,750","6,220","6,010", , 
  SPS＜당기＞,"12,152","13,348","14,872","16,291","23,158",, , 
펼치기 EV/EBITDA,8.67,7.31,5.49,5.71,6.73,,17.77, 
  EV＜당기＞,"1,734.9","1,897.8","2,137.9","2,434.8","3,603.3",, , 
  EBITDA＜당기＞,200.0,259.6,389.6,426.2,535.5,, , 
펼치기 DPS,35,45,45,50,60,,20, 
  현금DPS,35,45,45,50,60,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.37,1.57,1.64,1.33,0.96,,-0.37, 
  현금배당성향(%),11.74,18.70,18.86,11.56,8.81,,-2.74, 
