항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,443","1,473",-358,952,527,,-45, 
  당기순이익(지배)＜당기＞,237.6,242.4,-59.0,156.7,90.9,, , 
  보통주수정평균발행주식수＜당기＞,"16,460,000","16,460,000","16,460,000","16,460,000","17,240,625","25,957,601", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"11,953","12,614","10,245","10,866","11,102",,2, 
  자본총계(지배)＜당기＞,"1,967.5","2,076.3","1,686.3","1,639.1","2,658.1",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"16,460,000","16,460,000","16,460,000","15,084,588","23,941,896","22,974,436", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,376,"2,252",-274,451,"1,314",,192, 
  영업활동현금흐름＜당기＞,61.8,370.7,-45.1,74.2,226.5,, , 
  보통주수정평균발행주식수＜당기＞,"16,460,000","16,460,000","16,460,000","16,460,000","17,240,625","25,957,601", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"16,039","16,524","15,335","15,821","15,926",,1, 
  매출액＜당기＞,"2,640.0","2,719.8","2,524.1","2,604.2","2,745.8",, , 
  보통주수정평균발행주식수＜당기＞,"16,460,000","16,460,000","16,460,000","16,460,000","17,240,625","25,957,601", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,10.11,6.46,N/A,11.03,23.14,,109.76, 
  보통주수정주가(기말)＜당기＞,"14,600","9,520","10,900","10,500","12,200","9,760", , 
  EPS＜당기＞,"1,443","1,473",-358,952,527,, , 
펼치기 PBR,1.22,0.75,1.06,0.97,1.10,,13.72, 
  보통주수정주가(기말)＜당기＞,"14,600","9,520","10,900","10,500","12,200","9,760", , 
  BPS＜당기＞,"11,953","12,614","10,245","10,866","11,102",, , 
펼치기 PCR,38.87,4.23,-39.80,23.30,9.29,,-60.15, 
  보통주수정주가(기말)＜당기＞,"14,600","9,520","10,900","10,500","12,200","9,760", , 
  CPS＜당기＞,376,"2,252",-274,451,"1,314",, , 
펼치기 PSR,0.91,0.58,0.71,0.66,0.77,,15.42, 
  보통주수정주가(기말)＜당기＞,"14,600","9,520","10,900","10,500","12,200","9,760", , 
  SPS＜당기＞,"16,039","16,524","15,335","15,821","15,926",, , 
펼치기 EV/EBITDA,10.91,4.55,7.63,2.72,12.64,,364.57, 
  EV＜당기＞,"1,653.3",687.5,"1,067.9",447.1,"1,399.1",, , 
  EBITDA＜당기＞,151.6,151.2,139.9,164.3,110.7,, , 
펼치기 DPS,250,350,350,400,450,,13, 
  현금DPS,250,350,350,400,450,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.71,3.68,3.21,3.81,3.69,,-0.12, 
  현금배당성향(%),17.32,23.77,-97.70,38.51,118.51,,80.00, 
