항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-1,132",-92,51,309,467,671,51,44
  당기순이익(지배)＜당기＞,"-1,044.9",-209.5,137.3,"1,136.4","2,041.2","3,191.2", , 
  보통주수정평균발행주식수＜당기＞,"92,328,767","187,506,849","227,009,248","367,451,168","437,156,072","475,946,372", , 
  우선주수정평균발행주식수＜당기＞,0,"41,260,274","44,712,329",0,0,0, , 
펼치기 BPS,"4,174","4,386","4,598","6,861","11,620","12,237",69,5
  자본총계(지배)＜당기＞,"6,678.6","11,404.1","16,787.2","27,969.6","55,213.7","58,274.1", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"160,000,000","200,000,000","365,096,442","407,653,037","475,159,237","476,196,437", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,"60,000,000",0,0,0,0, , 
펼치기 CPS,"-1,181",398,"4,662",460,-676,,-247, 
  영업활동현금흐름＜당기＞,"-1,090.0",910.9,"12,666.8","1,689.6","-2,955.1",, , 
  보통주수정평균발행주식수＜당기＞,"92,328,767","187,506,849","227,009,248","367,451,168","437,156,072","475,946,372", , 
  우선주수정평균발행주식수＜당기＞,0,"41,260,274","44,712,329",0,0,0, , 
펼치기 SPS,746,"1,642","2,447","2,188","2,436",,11, 
  매출액＜당기＞,689.1,"3,755.8","6,649.4","8,041.6","10,649.3",, , 
  보통주수정평균발행주식수＜당기＞,"92,328,767","187,506,849","227,009,248","367,451,168","437,156,072","475,946,372", , 
  우선주수정평균발행주식수＜당기＞,0,"41,260,274","44,712,329",0,0,0, , 
펼치기 PER,,,,,126.36,57.35, ,-54.62
  보통주수정주가(기말)＜당기＞,,,,,"59,000","38,450", , 
  EPS＜당기＞,"-1,132",-92,51,309,467,671, , 
펼치기 PBR,0.00,0.00,0.00,0.00,5.08,3.14, ,-38.12
  보통주수정주가(기말)＜당기＞,,,,,"59,000","38,450", , 
  BPS＜당기＞,"4,174","4,386","4,598","6,861","11,620","12,237", , 
펼치기 PCR,,,,,-87.28,, , 
  보통주수정주가(기말)＜당기＞,,,,,"59,000","38,450", , 
  CPS＜당기＞,"-1,181",398,"4,662",460,-676,, , 
펼치기 PSR,,,,,24.22,, , 
  보통주수정주가(기말)＜당기＞,,,,,"59,000","38,450", , 
  SPS＜당기＞,746,"1,642","2,447","2,188","2,436",, , 
펼치기 EV/EBITDA,,,,,92.33,, , 
  EV＜당기＞,,,,,"280,277.5",, , 
  EBITDA＜당기＞,-938.7,27.4,462.3,"1,656.5","3,035.6",, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,,,,0.00,0.07, ,0.07
  현금배당성향(%),0.00,0.00,0.00,0.00,,4.26, , 
