항목,"2017/12
(IFRS별도)",2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,683",360,326,"1,021",640,,-37, 
  당기순이익(지배)＜당기＞,470.1,100.7,91.2,285.1,178.7,, , 
  보통주수정평균발행주식수＜당기＞,"27,931,470","27,931,470","27,931,470","27,931,470","27,931,470","27,931,470", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"10,756","10,761","10,856","11,999","12,534",,4, 
  자본총계(지배)＜당기＞,"2,969.4","2,970.9","2,997.1","3,312.6","3,469.3",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"27,607,730","27,607,730","27,607,730","27,607,730","27,679,130","27,679,130", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-591,-156,476,"1,870","1,290",,-31, 
  영업활동현금흐름＜당기＞,-165.2,-43.6,132.8,522.3,360.3,, , 
  보통주수정평균발행주식수＜당기＞,"27,931,470","27,931,470","27,931,470","27,931,470","27,931,470","27,931,470", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"9,268","10,977","10,997","9,741","10,491",,8, 
  매출액＜당기＞,"2,588.8","3,066.0","3,071.5","2,720.8","2,930.2",, , 
  보통주수정평균발행주식수＜당기＞,"27,931,470","27,931,470","27,931,470","27,931,470","27,931,470","27,931,470", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,5.79,25.24,25.46,19.25,22.82,,18.53, 
  보통주수정주가(기말)＜당기＞,"9,750","9,100","8,310","19,650","14,600","11,750", , 
  EPS＜당기＞,"1,683",360,326,"1,021",640,, , 
펼치기 PBR,0.91,0.85,0.77,1.64,1.16,,-28.87, 
  보통주수정주가(기말)＜당기＞,"9,750","9,100","8,310","19,650","14,600","11,750", , 
  BPS＜당기＞,"10,756","10,761","10,856","11,999","12,534",, , 
펼치기 PCR,-16.48,-58.30,17.47,10.51,11.32,,7.70, 
  보통주수정주가(기말)＜당기＞,"9,750","9,100","8,310","19,650","14,600","11,750", , 
  CPS＜당기＞,-591,-156,476,"1,870","1,290",, , 
펼치기 PSR,1.05,0.83,0.76,2.02,1.39,,-31.01, 
  보통주수정주가(기말)＜당기＞,"9,750","9,100","8,310","19,650","14,600","11,750", , 
  SPS＜당기＞,"9,268","10,977","10,997","9,741","10,491",, , 
펼치기 EV/EBITDA,6.35,6.66,5.66,13.15,8.64,,-34.30, 
  EV＜당기＞,"1,427.2","1,505.1","1,190.0","4,453.7","2,989.2",, , 
  EBITDA＜당기＞,224.9,225.8,210.4,338.6,345.9,, , 
펼치기 DPS,150,120,120,180,180,,0, 
  현금DPS,150,120,120,180,180,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.54,1.32,1.44,0.92,1.23,,0.32, 
  현금배당성향(%),8.81,32.90,36.34,17.43,27.88,,10.45, 
