항목,"2017/12
(IFRS별도)",2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"3,138","3,686","2,448","2,603",849,,-67, 
  당기순이익(지배)＜당기＞,137.3,161.2,107.1,113.9,37.1,, , 
  보통주수정평균발행주식수＜당기＞,"4,374,754","4,374,754","4,374,754","4,374,754","4,374,754",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"41,492","43,682","44,873","46,500","46,433",,-0, 
  자본총계(지배)＜당기＞,"1,710.3","1,800.6","1,849.7","1,916.7","1,914.0",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"4,121,999","4,121,999","4,121,999","4,121,999","4,121,999",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"5,074","-6,154","6,452","2,336","9,179",,293, 
  영업활동현금흐름＜당기＞,222.0,-269.2,282.3,102.2,401.5,, , 
  보통주수정평균발행주식수＜당기＞,"4,374,754","4,374,754","4,374,754","4,374,754","4,374,754",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"122,891","133,593","131,085","115,319","115,254",,-0, 
  매출액＜당기＞,"5,376.2","5,844.4","5,734.6","5,044.9","5,042.1",, , 
  보통주수정평균발행주식수＜당기＞,"4,374,754","4,374,754","4,374,754","4,374,754","4,374,754",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,9.48,8.00,11.73,9.61,31.99,,232.98, 
  보통주수정주가(기말)＜당기＞,"29,750","29,500","28,700","25,000","27,150","27,200", , 
  EPS＜당기＞,"3,138","3,686","2,448","2,603",849,, , 
펼치기 PBR,0.72,0.68,0.64,0.54,0.58,,8.75, 
  보통주수정주가(기말)＜당기＞,"29,750","29,500","28,700","25,000","27,150","27,200", , 
  BPS＜당기＞,"41,492","43,682","44,873","46,500","46,433",, , 
펼치기 PCR,5.86,-4.79,4.45,10.70,2.96,,-72.36, 
  보통주수정주가(기말)＜당기＞,"29,750","29,500","28,700","25,000","27,150","27,200", , 
  CPS＜당기＞,"5,074","-6,154","6,452","2,336","9,179",, , 
펼치기 PSR,0.24,0.22,0.22,0.22,0.24,,8.66, 
  보통주수정주가(기말)＜당기＞,"29,750","29,500","28,700","25,000","27,150","27,200", , 
  SPS＜당기＞,"122,891","133,593","131,085","115,319","115,254",, , 
펼치기 EV/EBITDA,2.19,3.13,3.82,3.54,4.39,,23.89, 
  EV＜당기＞,579.7,954.0,"1,014.8",924.5,832.4,, , 
  EBITDA＜당기＞,264.8,305.1,265.3,261.1,189.8,, , 
펼치기 DPS,"1,250","1,250","1,250","1,250","1,250",,0, 
  현금DPS,"1,250","1,250","1,250","1,250","1,250",, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,4.20,4.24,4.36,5.00,4.60,,-0.40, 
  현금배당성향(%),37.53,31.96,48.12,45.26,138.76,,93.50, 
