항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,187,39,299,204,-67,,-133, 
  당기순이익(지배)＜당기＞,84.4,17.4,134.9,92.0,-30.2,, , 
  보통주수정평균발행주식수＜당기＞,"45,152,280","45,152,280","45,152,280","45,152,280","45,152,280","45,152,280", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,334","1,344","1,601","1,868","2,230",,19, 
  자본총계(지배)＜당기＞,591.1,595.6,709.3,827.7,988.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"44,312,280","44,312,280","44,312,280","44,312,280","44,312,280",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,181,-151,169,-488,-59,,88, 
  영업활동현금흐름＜당기＞,81.5,-68.1,76.3,-220.2,-26.7,, , 
  보통주수정평균발행주식수＜당기＞,"45,152,280","45,152,280","45,152,280","45,152,280","45,152,280","45,152,280", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"3,813","2,576","6,277","3,582","3,625",,1, 
  매출액＜당기＞,"1,721.8","1,163.0","2,834.2","1,617.3","1,636.9",, , 
  보통주수정평균발행주식수＜당기＞,"45,152,280","45,152,280","45,152,280","45,152,280","45,152,280","45,152,280", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,5.41,34.54,4.25,14.69,N/A,,-390.30, 
  보통주수정주가(기말)＜당기＞,"1,010","1,330","1,270","2,995","2,850","2,265", , 
  EPS＜당기＞,187,39,299,204,-67,, , 
펼치기 PBR,0.76,0.99,0.79,1.60,1.28,,-20.29, 
  보통주수정주가(기말)＜당기＞,"1,010","1,330","1,270","2,995","2,850","2,265", , 
  BPS＜당기＞,"1,334","1,344","1,601","1,868","2,230",, , 
펼치기 PCR,5.59,-8.82,7.52,-6.14,-48.23,,-685.34, 
  보통주수정주가(기말)＜당기＞,"1,010","1,330","1,270","2,995","2,850","2,265", , 
  CPS＜당기＞,181,-151,169,-488,-59,, , 
펼치기 PSR,0.26,0.52,0.20,0.84,0.79,,-5.98, 
  보통주수정주가(기말)＜당기＞,"1,010","1,330","1,270","2,995","2,850","2,265", , 
  SPS＜당기＞,"3,813","2,576","6,277","3,582","3,625",, , 
펼치기 EV/EBITDA,5.92,17.73,4.97,40.37,-125.18,,-410.05, 
  EV＜당기＞,649.2,896.5,818.9,"1,799.6","1,735.6",, , 
  EBITDA＜당기＞,109.7,50.6,164.8,44.6,-13.9,, , 
펼치기 DPS,20,20,30,20,20,,0, 
  현금DPS,20,20,30,20,20,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.98,1.50,2.36,0.67,0.70,,0.03, 
  현금배당성향(%),10.50,50.97,9.85,9.63,-29.38,,-39.01, 
