항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-4,217","-4,903","-2,476","-1,955",118,,106, 
  당기순이익(지배)＜당기＞,-619.9,-865.4,-513.6,-508.8,164.4,, , 
  보통주수정평균발행주식수＜당기＞,"14,702,194","17,649,319","20,738,455","26,021,453","139,699,351","240,424,899", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"9,329","3,995","1,239","-1,012",428,,142, 
  자본총계(지배)＜당기＞,"1,359.8",731.5,309.2,-262.8,"1,029.4",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"14,576,304","18,307,664","24,950,149","25,984,013","240,274,842","240,274,842", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-469,"-1,915",-581,-152,-19,,88, 
  영업활동현금흐름＜당기＞,-68.9,-337.9,-120.5,-39.6,-26.4,, , 
  보통주수정평균발행주식수＜당기＞,"14,702,194","17,649,319","20,738,455","26,021,453","139,699,351","240,424,899", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"56,891","5,712","4,926","3,418",585,,-83, 
  매출액＜당기＞,"8,364.3","1,008.2","1,021.7",889.4,817.2,, , 
  보통주수정평균발행주식수＜당기＞,"14,702,194","17,649,319","20,738,455","26,021,453","139,699,351","240,424,899", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,22.95,,"4,435.01", 
  보통주수정주가(기말)＜당기＞,"5,957","3,189","1,930","1,035","2,700","3,105", , 
  EPS＜당기＞,"-4,217","-4,903","-2,476","-1,955",118,, , 
펼치기 PBR,0.64,0.80,1.56,N/A,6.30,,715.93, 
  보통주수정주가(기말)＜당기＞,"5,957","3,189","1,930","1,035","2,700","3,105", , 
  BPS＜당기＞,"9,329","3,995","1,239","-1,012",428,, , 
펼치기 PCR,-12.71,-1.67,-3.32,-6.80,-143.11,,"-2,003.27", 
  보통주수정주가(기말)＜당기＞,"5,957","3,189","1,930","1,035","2,700","3,105", , 
  CPS＜당기＞,-469,"-1,915",-581,-152,-19,, , 
펼치기 PSR,0.10,0.56,0.39,0.30,4.62,,"1,424.13", 
  보통주수정주가(기말)＜당기＞,"5,957","3,189","1,930","1,035","2,700","3,105", , 
  SPS＜당기＞,"56,891","5,712","4,926","3,418",585,, , 
펼치기 EV/EBITDA,25.75,23.20,31.21,31.26,72.75,,132.71, 
  EV＜당기＞,"3,709.7","3,044.7","3,485.1","2,595.7","7,276.7",, , 
  EBITDA＜당기＞,144.1,131.2,111.7,83.0,100.0,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
