항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-942,264,414,-184,"2,112","2,199","1,249",4
  당기순이익(지배)＜당기＞,-433.8,121.7,190.8,-84.6,972.5,951.3, , 
  보통주수정평균발행주식수＜당기＞,"46,050,000","46,050,000","46,050,000","46,050,000","46,050,000","43,268,630", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"15,603","15,581","15,748","15,435","18,601","20,833",21,12
  자본총계(지배)＜당기＞,"7,182.8","7,172.5","7,249.4","6,968.3","7,221.9","8,088.3", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"46,034,130","46,034,130","46,034,130","45,146,139","38,824,522","38,824,522", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"2,046","1,055",310,"2,023","1,130","2,569",-44,127
  영업활동현금흐름＜당기＞,942.2,485.9,142.7,931.8,520.6,985.3, , 
  보통주수정평균발행주식수＜당기＞,"46,050,000","46,050,000","46,050,000","46,050,000","46,050,000","43,268,630", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"16,045","16,883","15,616","13,754","19,254","24,155",40,25
  매출액＜당기＞,"7,388.7","7,774.7","7,191.0","6,333.8","8,866.5","10,451.3", , 
  보통주수정평균발행주식수＜당기＞,"46,050,000","46,050,000","46,050,000","46,050,000","46,050,000","43,268,630", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,20.88,11.41,N/A,3.67,3.93,110.30,7.10
  보통주수정주가(기말)＜당기＞,"7,550","5,520","4,730","6,540","7,740","8,630", , 
  EPS＜당기＞,-942,264,414,-184,"2,112","2,199", , 
펼치기 PBR,0.48,0.35,0.30,0.42,0.42,0.41,-1.80,-0.44
  보통주수정주가(기말)＜당기＞,"7,550","5,520","4,730","6,540","7,740","8,630", , 
  BPS＜당기＞,"15,603","15,581","15,748","15,435","18,601","20,833", , 
펼치기 PCR,3.69,5.23,15.27,3.23,6.85,3.36,111.83,-50.93
  보통주수정주가(기말)＜당기＞,"7,550","5,520","4,730","6,540","7,740","8,630", , 
  CPS＜당기＞,"2,046","1,055",310,"2,023","1,130","2,569", , 
펼치기 PSR,0.47,0.33,0.30,0.48,0.40,0.36,-15.46,-11.12
  보통주수정주가(기말)＜당기＞,"7,550","5,520","4,730","6,540","7,740","8,630", , 
  SPS＜당기＞,"16,045","16,883","15,616","13,754","19,254","24,155", , 
펼치기 EV/EBITDA,-0.08,-3.17,-5.17,-2.83,-0.50,-0.89,82.14,-75.76
  EV＜당기＞,-54.6,"-1,325.1","-1,454.4","-1,329.1",-582.6,"-1,049.1", , 
  EBITDA＜당기＞,720.2,418.5,281.5,470.0,"1,153.8","1,182.0", , 
펼치기 DPS,180,200,200,200,250,,25, 
  현금DPS,180,200,200,200,250,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,2.38,3.62,4.23,3.06,3.23,2.70,0.17,-0.53
  현금배당성향(%),-19.10,75.63,48.24,-107.03,9.98,10.41,117.01,0.43
