항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-1,067",-755,-855,-107,-99,,8, 
  당기순이익(지배)＜당기＞,-307.2,-233.7,-404.8,-81.3,-94.7,, , 
  보통주수정평균발행주식수＜당기＞,"28,801,271","30,940,081","47,361,019","75,805,007","95,990,200","96,137,569", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,399","1,117",392,396,385,,-3, 
  자본총계(지배)＜당기＞,419.0,529.2,185.4,363.3,370.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"29,937,022","47,358,124","47,358,124","91,653,819","96,130,169","96,130,432", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-164,-435,-149,117,-105,,-190, 
  영업활동현금흐름＜당기＞,-47.3,-134.4,-70.8,88.5,-100.4,, , 
  보통주수정평균발행주식수＜당기＞,"28,801,271","30,940,081","47,361,019","75,805,007","95,990,200","96,137,569", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,447","1,182","2,799","1,554","1,391",,-11, 
  매출액＜당기＞,416.6,365.6,"1,325.8","1,178.3","1,335.1",, , 
  보통주수정평균발행주식수＜당기＞,"28,801,271","30,940,081","47,361,019","75,805,007","95,990,200","96,137,569", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,17.12, 
  보통주수정주가(기말)＜당기＞,"1,580","1,622",905,"1,135",865,792, , 
  EPS＜당기＞,"-1,067",-755,-855,-107,-99,, , 
펼치기 PBR,1.13,1.45,2.31,2.86,2.25,,-21.50, 
  보통주수정주가(기말)＜당기＞,"1,580","1,622",905,"1,135",865,792, , 
  BPS＜당기＞,"1,399","1,117",392,396,385,, , 
펼치기 PCR,-9.62,-3.73,-6.06,9.73,-8.27,,-185.05, 
  보통주수정주가(기말)＜당기＞,"1,580","1,622",905,"1,135",865,792, , 
  CPS＜당기＞,-164,-435,-149,117,-105,, , 
펼치기 PSR,1.09,1.37,0.32,0.73,0.62,,-14.83, 
  보통주수정주가(기말)＜당기＞,"1,580","1,622",905,"1,135",865,792, , 
  SPS＜당기＞,"1,447","1,182","2,799","1,554","1,391",, , 
펼치기 EV/EBITDA,-4.63,-5.16,-5.16,26.94,186.90,,593.64, 
  EV＜당기＞,"1,051.9",709.3,"1,084.6","1,181.3","1,084.9",, , 
  EBITDA＜당기＞,-227.1,-137.4,-210.1,43.8,5.8,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
