항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,330",490,"1,129","1,947","1,372","2,516",-30,83
  당기순이익(지배)＜당기＞,121.0,44.6,102.8,177.2,124.8,229.0, , 
  보통주수정평균발행주식수＜당기＞,"9,100,836","9,100,836","9,100,836","9,100,836","9,100,836","9,100,836", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"20,246","19,293","20,643","20,941","22,443","24,032",7,7
  자본총계(지배)＜당기＞,"1,780.8","1,675.9","1,793.2","1,758.4","1,979.8","2,120.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,795,665","8,686,836","8,686,836","8,396,836","8,821,701","8,821,701", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,021",-14,-84,106,"1,486","2,637","1,300",77
  영업활동현금흐름＜당기＞,92.9,-1.3,-7.6,9.7,135.3,80.0, , 
  보통주수정평균발행주식수＜당기＞,"9,100,836","9,100,836","9,100,836","9,100,836","9,100,836","9,100,836", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"15,959","18,176","20,209","16,657","14,333","14,889",-14,4
  매출액＜당기＞,"1,452.4","1,654.2","1,839.2","1,516.0","1,304.4","1,355.0", , 
  보통주수정평균발행주식수＜당기＞,"9,100,836","9,100,836","9,100,836","9,100,836","9,100,836","9,100,836", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,10.98,32.64,10.58,5.78,8.68,5.09,50.18,-41.37
  보통주수정주가(기말)＜당기＞,"14,600","16,000","11,950","11,250","11,900","12,800", , 
  EPS＜당기＞,"1,330",490,"1,129","1,947","1,372","2,516", , 
펼치기 PBR,0.72,0.83,0.58,0.54,0.53,0.53,-1.30,0.45
  보통주수정주가(기말)＜당기＞,"14,600","16,000","11,950","11,250","11,900","12,800", , 
  BPS＜당기＞,"20,246","19,293","20,643","20,941","22,443","24,032", , 
펼치기 PCR,14.31,"-1,133.07",-142.42,105.98,8.01,4.85,-92.45,-39.37
  보통주수정주가(기말)＜당기＞,"14,600","16,000","11,950","11,250","11,900","12,800", , 
  CPS＜당기＞,"1,021",-14,-84,106,"1,486","2,637", , 
펼치기 PSR,0.91,0.88,0.59,0.68,0.83,0.86,22.93,3.55
  보통주수정주가(기말)＜당기＞,"14,600","16,000","11,950","11,250","11,900","12,800", , 
  SPS＜당기＞,"15,959","18,176","20,209","16,657","14,333","14,889", , 
펼치기 EV/EBITDA,8.25,11.69,5.47,4.99,7.51,,50.40, 
  EV＜당기＞,733.2,951.3,555.9,582.3,729.2,, , 
  EBITDA＜당기＞,88.8,81.4,101.6,116.6,97.1,148.0, , 
펼치기 DPS,500,500,500,500,500,,0, 
  현금DPS,500,500,500,500,500,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,3.42,3.13,4.18,4.44,4.20,3.91,-0.24,-0.30
  현금배당성향(%),36.35,97.36,42.26,23.69,35.33,19.87,11.64,-15.46
