항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,227","1,169","1,373","1,174","1,137",,-3, 
  당기순이익(지배)＜당기＞,"1,223.5","1,165.9","1,369.1","1,170.3","1,133.5",, , 
  보통주수정평균발행주식수＜당기＞,"99,700,000","99,700,000","99,700,000","99,700,000","99,700,000","99,700,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"12,329","12,811","13,550","14,005","14,531",,4, 
  자본총계(지배)＜당기＞,"12,202.0","12,640.5","13,370.2","13,819.3","14,337.9",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"98,972,523","98,672,523","98,672,523","98,672,523","98,672,523",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"1,118",957,"1,071",843,850,,1, 
  영업활동현금흐름＜당기＞,"1,114.5",953.7,"1,067.8",840.0,847.7,, , 
  보통주수정평균발행주식수＜당기＞,"99,700,000","99,700,000","99,700,000","99,700,000","99,700,000","99,700,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,608","5,652","5,069","4,945","5,369",,9, 
  매출액＜당기＞,"5,590.8","5,635.2","5,053.9","4,930.4","5,353.3",, , 
  보통주수정평균발행주식수＜당기＞,"99,700,000","99,700,000","99,700,000","99,700,000","99,700,000","99,700,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,23.71,15.31,12.67,28.92,27.27,,-5.73, 
  보통주수정주가(기말)＜당기＞,"29,100","17,900","17,400","33,950","31,000","26,600", , 
  EPS＜당기＞,"1,227","1,169","1,373","1,174","1,137",, , 
펼치기 PBR,2.36,1.40,1.28,2.42,2.13,,-11.99, 
  보통주수정주가(기말)＜당기＞,"29,100","17,900","17,400","33,950","31,000","26,600", , 
  BPS＜당기＞,"12,329","12,811","13,550","14,005","14,531",, , 
펼치기 PCR,26.03,18.71,16.25,40.29,36.46,,-9.51, 
  보통주수정주가(기말)＜당기＞,"29,100","17,900","17,400","33,950","31,000","26,600", , 
  CPS＜당기＞,"1,118",957,"1,071",843,850,, , 
펼치기 PSR,5.19,3.17,3.43,6.87,5.77,,-15.90, 
  보통주수정주가(기말)＜당기＞,"29,100","17,900","17,400","33,950","31,000","26,600", , 
  SPS＜당기＞,"5,608","5,652","5,069","4,945","5,369",, , 
펼치기 EV/EBITDA,42.21,23.37,22.79,53.52,55.43,,3.57, 
  EV＜당기＞,"23,114.1","11,757.5","10,963.4","27,313.2","24,217.2",, , 
  EBITDA＜당기＞,547.6,503.2,481.1,510.3,436.9,, , 
펼치기 DPS,700,700,700,700,700,,0, 
  현금DPS,700,700,700,700,700,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.41,3.91,4.02,2.06,2.26,,0.20, 
  현금배당성향(%),56.63,59.24,50.45,59.02,60.93,,1.91, 
