항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-727,-157,-224,-205,-179,,12, 
  당기순이익(지배)＜당기＞,-108.5,-24.9,-40.6,-46.9,-63.1,, , 
  보통주수정평균발행주식수＜당기＞,"14,929,179","15,879,544","18,070,772","22,936,892","35,222,432","39,951,719", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,565","1,330","1,915","1,319","1,202",,-9, 
  자본총계(지배)＜당기＞,223.0,231.2,332.9,321.6,471.9,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"14,242,630","17,384,219","17,384,219","24,382,390","39,263,337","39,263,337", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,61,-31,-13,-5,-104,,"-2,131", 
  영업활동현금흐름＜당기＞,9.2,-5.0,-2.4,-1.1,-36.5,, , 
  보통주수정평균발행주식수＜당기＞,"14,929,179","15,879,544","18,070,772","22,936,892","35,222,432","39,951,719", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,455","2,033","2,253","1,806","1,341",,-26, 
  매출액＜당기＞,217.3,322.8,407.2,414.3,472.3,, , 
  보통주수정평균발행주식수＜당기＞,"14,929,179","15,879,544","18,070,772","22,936,892","35,222,432","39,951,719", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,-93.67, 
  보통주수정주가(기말)＜당기＞,"2,154","1,518","1,374",899,"1,525","1,075", , 
  EPS＜당기＞,-727,-157,-224,-205,-179,, , 
펼치기 PBR,1.38,1.14,0.72,0.68,1.27,,86.16, 
  보통주수정주가(기말)＜당기＞,"2,154","1,518","1,374",899,"1,525","1,075", , 
  BPS＜당기＞,"1,565","1,330","1,915","1,319","1,202",, , 
펼치기 PCR,35.07,-48.23,-102.67,-193.68,-14.72,,92.40, 
  보통주수정주가(기말)＜당기＞,"2,154","1,518","1,374",899,"1,525","1,075", , 
  CPS＜당기＞,61,-31,-13,-5,-104,, , 
펼치기 PSR,1.48,0.75,0.61,0.50,1.14,,128.52, 
  보통주수정주가(기말)＜당기＞,"2,154","1,518","1,374",899,"1,525","1,075", , 
  SPS＜당기＞,"1,455","2,033","2,253","1,806","1,341",, , 
펼치기 EV/EBITDA,-28.63,32.61,81.62,-59.08,22.68,,138.39, 
  EV＜당기＞,361.9,243.6,298.7,348.1,652.8,, , 
  EBITDA＜당기＞,-12.6,7.5,3.7,-5.9,28.8,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
