항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,81,8,66,18,475,,"2,552", 
  당기순이익(지배)＜당기＞,13.7,1.4,11.2,3.0,82.5,, , 
  보통주수정평균발행주식수＜당기＞,"16,966,116","16,966,116","16,966,116","16,966,116","17,378,008","20,300,360", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"7,739","7,715","7,695","7,890","7,761",,-2, 
  자본총계(지배)＜당기＞,"1,313.0","1,308.9","1,305.5","1,298.0","1,535.5",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"16,966,110","16,966,110","16,966,110","16,451,216","19,785,460","19,785,460", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,37,25,452,822,-470,,-157, 
  영업활동현금흐름＜당기＞,6.4,4.2,76.6,139.4,-81.6,, , 
  보통주수정평균발행주식수＜당기＞,"16,966,116","16,966,116","16,966,116","16,966,116","17,378,008","20,300,360", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"6,341","7,310","7,507","7,245","10,487",,45, 
  매출액＜당기＞,"1,075.8","1,240.3","1,273.7","1,229.1","1,822.4",, , 
  보통주수정평균발행주식수＜당기＞,"16,966,116","16,966,116","16,966,116","16,966,116","17,378,008","20,300,360", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,37.01,366.67,34.58,124.85,6.00,,-95.19, 
  보통주수정주가(기말)＜당기＞,"2,991","2,927","2,276","2,235","2,850","4,340", , 
  EPS＜당기＞,81,8,66,18,475,, , 
펼치기 PBR,0.39,0.38,0.30,0.28,0.37,,29.63, 
  보통주수정주가(기말)＜당기＞,"2,991","2,927","2,276","2,235","2,850","4,340", , 
  BPS＜당기＞,"7,739","7,715","7,695","7,890","7,761",, , 
펼치기 PCR,79.80,118.83,5.04,2.72,-6.07,,-323.10, 
  보통주수정주가(기말)＜당기＞,"2,991","2,927","2,276","2,235","2,850","4,340", , 
  CPS＜당기＞,37,25,452,822,-470,, , 
펼치기 PSR,0.47,0.40,0.30,0.31,0.27,,-11.91, 
  보통주수정주가(기말)＜당기＞,"2,991","2,927","2,276","2,235","2,850","4,340", , 
  SPS＜당기＞,"6,341","7,310","7,507","7,245","10,487",, , 
펼치기 EV/EBITDA,7.17,9.16,3.21,1.63,2.62,,61.04, 
  EV＜당기＞,353.8,337.5,170.8,68.6,313.9,, , 
  EBITDA＜당기＞,49.3,36.8,53.2,42.1,119.7,, , 
펼치기 DPS,9,0,9,0,20,, , 
  현금DPS,9,0,9,0,20,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.30,0.00,0.39,0.00,0.70,,0.70, 
  현금배당성향(%),10.94,0.00,13.43,0.00,4.80,,4.80, 
