항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,308,39,-806,-928,-202,,78, 
  당기순이익(지배)＜당기＞,78.1,9.9,-204.0,-276.4,-68.6,, , 
  보통주수정평균발행주식수＜당기＞,"25,316,034","25,316,034","25,316,034","29,798,980","33,953,454","33,953,454", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,881","3,563","3,040","2,579","2,374",,-8, 
  자본총계(지배)＜당기＞,977.1,896.8,765.1,872.0,802.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"25,174,586","25,168,364","25,168,370","33,805,790","33,805,790","33,805,790", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,317,451,-116,-559,25,,105, 
  영업활동현금흐름＜당기＞,80.2,114.1,-29.4,-166.7,8.5,, , 
  보통주수정평균발행주식수＜당기＞,"25,316,034","25,316,034","25,316,034","29,798,980","33,953,454","33,953,454", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,536","5,826","5,899","4,291","4,263",,-1, 
  매출액＜당기＞,"1,401.4","1,475.0","1,493.5","1,278.5","1,447.6",, , 
  보통주수정평균발행주식수＜당기＞,"25,316,034","25,316,034","25,316,034","29,798,980","33,953,454","33,953,454", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,17.73,124.16,N/A,N/A,N/A,,-198.48, 
  보통주수정주가(기말)＜당기＞,"5,467","4,847","4,553","7,270","4,730","3,480", , 
  EPS＜당기＞,308,39,-806,-928,-202,, , 
펼치기 PBR,1.41,1.36,1.50,2.82,1.99,,-29.31, 
  보통주수정주가(기말)＜당기＞,"5,467","4,847","4,553","7,270","4,730","3,480", , 
  BPS＜당기＞,"3,881","3,563","3,040","2,579","2,374",, , 
펼치기 PCR,17.25,10.76,-39.19,-12.99,187.84,,"1,545.59", 
  보통주수정주가(기말)＜당기＞,"5,467","4,847","4,553","7,270","4,730","3,480", , 
  CPS＜당기＞,317,451,-116,-559,25,, , 
펼치기 PSR,0.99,0.83,0.77,1.69,1.11,,-34.53, 
  보통주수정주가(기말)＜당기＞,"5,467","4,847","4,553","7,270","4,730","3,480", , 
  SPS＜당기＞,"5,536","5,826","5,899","4,291","4,263",, , 
펼치기 EV/EBITDA,23.51,32.01,-21.52,-13.43,-139.60,,-939.49, 
  EV＜당기＞,"2,222.0","2,192.6","2,288.2","3,325.5","2,342.1",, , 
  EBITDA＜당기＞,94.5,68.5,-106.3,-247.6,-16.8,, , 
펼치기 DPS,95,0,0,,,, , 
  현금DPS,95,0,0,,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,1.74,0.00,0.00,,,, , 
  현금배당성향(%),30.61,0.00,0.00,0.00,,, , 
