항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,34,66,-254,-525,80,,115, 
  당기순이익(지배)＜당기＞,11.0,19.7,-74.9,-155.2,23.7,, , 
  보통주수정평균발행주식수＜당기＞,"31,985,479","29,955,205","29,550,000","29,550,000","29,550,000","29,704,960", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,372","3,410","3,118","2,583","2,690",,4, 
  자본총계(지배)＜당기＞,996.3,"1,007.6",921.4,763.2,795.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"29,550,000","29,550,000","29,550,000","29,550,000","29,550,000","29,781,941", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,457,-433,409,251,378,,51, 
  영업활동현금흐름＜당기＞,146.3,-129.8,120.7,74.2,111.7,, , 
  보통주수정평균발행주식수＜당기＞,"31,985,479","29,955,205","29,550,000","29,550,000","29,550,000","29,704,960", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"3,985","4,844","4,562","3,338","4,199",,26, 
  매출액＜당기＞,"1,274.5","1,450.9","1,348.0",986.5,"1,240.8",, , 
  보통주수정평균발행주식수＜당기＞,"31,985,479","29,955,205","29,550,000","29,550,000","29,550,000","29,704,960", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,60.12,40.35,N/A,N/A,37.90,,822.63, 
  보통주수정주가(기말)＜당기＞,"2,070","2,655","2,525","2,755","3,045","3,075", , 
  EPS＜당기＞,34,66,-254,-525,80,, , 
펼치기 PBR,0.61,0.78,0.81,1.07,1.13,,6.11, 
  보통주수정주가(기말)＜당기＞,"2,070","2,655","2,525","2,755","3,045","3,075", , 
  BPS＜당기＞,"3,372","3,410","3,118","2,583","2,690",, , 
펼치기 PCR,4.53,-6.13,6.18,10.97,8.05,,-26.57, 
  보통주수정주가(기말)＜당기＞,"2,070","2,655","2,525","2,755","3,045","3,075", , 
  CPS＜당기＞,457,-433,409,251,378,, , 
펼치기 PSR,0.52,0.55,0.55,0.83,0.73,,-12.13, 
  보통주수정주가(기말)＜당기＞,"2,070","2,655","2,525","2,755","3,045","3,075", , 
  SPS＜당기＞,"3,985","4,844","4,562","3,338","4,199",, , 
펼치기 EV/EBITDA,11.39,12.36,28.57,-37.04,12.13,,132.73, 
  EV＜당기＞,"1,515.2","1,831.5","1,713.5","1,681.7","1,638.1",, , 
  EBITDA＜당기＞,133.1,148.2,60.0,-45.4,135.1,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
