항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"18,830","13,393","13,076","12,528","26,792",,114, 
  당기순이익(지배)＜당기＞,113.0,80.4,78.5,75.2,160.7,, , 
  보통주수정평균발행주식수＜당기＞,"600,000","600,000","600,000","600,000","600,000","600,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"200,652","209,196","215,770","222,051","242,899",,9, 
  자본총계(지배)＜당기＞,"1,203.9","1,255.2","1,294.6","1,332.3","1,457.4",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"600,000","600,000","600,000","600,000","600,000","600,000", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"15,071","22,003","5,179","-9,037","53,313",,690, 
  영업활동현금흐름＜당기＞,90.4,132.0,31.1,-54.2,319.9,, , 
  보통주수정평균발행주식수＜당기＞,"600,000","600,000","600,000","600,000","600,000","600,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"270,212","280,119","325,104","371,007","418,102",,13, 
  매출액＜당기＞,"1,621.3","1,680.7","1,950.6","2,226.0","2,508.6",, , 
  보통주수정평균발행주식수＜당기＞,"600,000","600,000","600,000","600,000","600,000","600,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,15.29,13.63,11.43,13.97,7.02,,-49.77, 
  보통주수정주가(기말)＜당기＞,"288,000","182,500","149,500","175,000","188,000","192,000", , 
  EPS＜당기＞,"18,830","13,393","13,076","12,528","26,792",, , 
펼치기 PBR,1.44,0.87,0.69,0.79,0.77,,-1.79, 
  보통주수정주가(기말)＜당기＞,"288,000","182,500","149,500","175,000","188,000","192,000", , 
  BPS＜당기＞,"200,652","209,196","215,770","222,051","242,899",, , 
펼치기 PCR,19.11,8.29,28.87,-19.37,3.53,,118.21, 
  보통주수정주가(기말)＜당기＞,"288,000","182,500","149,500","175,000","188,000","192,000", , 
  CPS＜당기＞,"15,071","22,003","5,179","-9,037","53,313",, , 
펼치기 PSR,1.07,0.65,0.46,0.47,0.45,,-4.67, 
  보통주수정주가(기말)＜당기＞,"288,000","182,500","149,500","175,000","188,000","192,000", , 
  SPS＜당기＞,"270,212","280,119","325,104","371,007","418,102",, , 
펼치기 EV/EBITDA,9.40,7.37,6.52,8.63,6.08,,-29.54, 
  EV＜당기＞,"1,633.1","1,111.4","1,128.9","1,493.9","1,520.8",, , 
  EBITDA＜당기＞,173.8,150.8,173.2,173.1,250.2,, , 
펼치기 DPS,"6,000","6,000","6,000","6,000","6,500",,8, 
  현금DPS,"6,000","6,000","6,000","6,000","6,500",, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.08,3.29,4.01,3.43,3.46,,0.03, 
  현금배당성향(%),31.86,44.80,45.89,47.89,24.26,,-23.63, 
