항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-198,-228,-369,-414,-305,,26, 
  당기순이익(지배)＜당기＞,-28.3,-38.4,-72.2,-158.9,-175.1,, , 
  보통주수정평균발행주식수＜당기＞,"14,340,470","16,823,040","19,547,497","38,333,046","57,381,124","86,096,675", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,060",806,700,609,477,,-22, 
  자본총계(지배)＜당기＞,178.3,135.5,167.7,300.5,312.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"16,823,040","16,823,040","23,966,505","49,376,445","65,408,729","120,406,338", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-216,-361,-506,-277,35,,113, 
  영업활동현금흐름＜당기＞,-31.0,-60.8,-99.0,-106.3,20.3,, , 
  보통주수정평균발행주식수＜당기＞,"14,340,470","16,823,040","19,547,497","38,333,046","57,381,124","86,096,675", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,457","4,253","4,557","2,868","1,688",,-41, 
  매출액＜당기＞,782.6,715.5,890.9,"1,099.3",968.5,, , 
  보통주수정평균발행주식수＜당기＞,"14,340,470","16,823,040","19,547,497","38,333,046","57,381,124","86,096,675", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,-18.15, 
  보통주수정주가(기말)＜당기＞,938,"1,135","2,435","1,805","1,570","1,225", , 
  EPS＜당기＞,-198,-228,-369,-414,-305,, , 
펼치기 PBR,0.89,1.41,3.48,2.97,3.29,,10.88, 
  보통주수정주가(기말)＜당기＞,938,"1,135","2,435","1,805","1,570","1,225", , 
  BPS＜당기＞,"1,060",806,700,609,477,, , 
펼치기 PCR,-4.33,-3.14,-4.81,-6.51,44.30,,780.46, 
  보통주수정주가(기말)＜당기＞,938,"1,135","2,435","1,805","1,570","1,225", , 
  CPS＜당기＞,-216,-361,-506,-277,35,, , 
펼치기 PSR,0.17,0.27,0.53,0.63,0.93,,47.79, 
  보통주수정주가(기말)＜당기＞,938,"1,135","2,435","1,805","1,570","1,225", , 
  SPS＜당기＞,"5,457","4,253","4,557","2,868","1,688",, , 
펼치기 EV/EBITDA,-14.00,-7.25,52.64,-18.77,-41.84,,-122.86, 
  EV＜당기＞,409.1,312.7,"1,013.9","1,210.2","1,348.0",, , 
  EBITDA＜당기＞,-29.2,-43.1,19.3,-64.5,-32.2,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
