항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"18,147","11,663","13,395","16,165","20,877","29,846",29,43
  당기순이익(지배)＜당기＞,"6,805.0","4,373.7","5,023.2","6,062.0","7,829.0","11,192.3", , 
  보통주수정평균발행주식수＜당기＞,"37,500,000","37,500,000","37,500,000","37,500,000","37,500,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"106,381","113,605","124,541","135,079","154,732","181,144",15,17
  자본총계(지배)＜당기＞,"39,892.9","42,601.7","46,702.8","50,654.5","58,024.5","67,929.2", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"37,500,000","37,500,000","37,500,000","37,500,000","37,500,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"16,174","13,058","19,759","26,050","29,480","41,211",13,40
  영업활동현금흐름＜당기＞,"6,065.3","4,896.6","7,409.7","9,768.8","11,055.1","13,490.1", , 
  보통주수정평균발행주식수＜당기＞,"37,500,000","37,500,000","37,500,000","37,500,000","37,500,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"436,221","449,748","487,201","440,530","580,789","667,622",32,15
  매출액＜당기＞,"163,582.9","168,655.7","182,700.5","165,198.8","217,795.8","250,358.2", , 
  보통주수정평균발행주식수＜당기＞,"37,500,000","37,500,000","37,500,000","37,500,000","37,500,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,7.49,11.06,10.68,11.38,8.05,6.97,-29.30,-13.40
  보통주수정주가(기말)＜당기＞,"136,000","129,000","143,000","184,000","168,000","208,000", , 
  EPS＜당기＞,"18,147","11,663","13,395","16,165","20,877","29,846", , 
펼치기 PBR,1.28,1.14,1.15,1.36,1.09,1.15,-20.29,5.76
  보통주수정주가(기말)＜당기＞,"136,000","129,000","143,000","184,000","168,000","208,000", , 
  BPS＜당기＞,"106,381","113,605","124,541","135,079","154,732","181,144", , 
펼치기 PCR,8.41,9.88,7.24,7.06,5.70,5.05,-19.32,-11.43
  보통주수정주가(기말)＜당기＞,"136,000","129,000","143,000","184,000","168,000","208,000", , 
  CPS＜당기＞,"16,174","13,058","19,759","26,050","29,480","41,211", , 
펼치기 PSR,0.31,0.29,0.29,0.42,0.29,0.31,-30.75,7.71
  보통주수정주가(기말)＜당기＞,"136,000","129,000","143,000","184,000","168,000","208,000", , 
  SPS＜당기＞,"436,221","449,748","487,201","440,530","580,789","667,622", , 
펼치기 EV/EBITDA,6.38,6.03,5.46,7.46,4.45,3.96,-40.30,-11.17
  EV＜당기＞,"57,018.1","53,774.6","65,995.5","77,138.9","68,818.4","77,076.1", , 
  EBITDA＜당기＞,"8,937.4","8,919.4","12,077.4","10,341.3","15,453.1","19,484.4", , 
펼치기 DPS,"3,000","3,300","3,500","3,500","3,800",,9, 
  현금DPS,"3,000","3,300","3,500","3,500","3,800",, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,2.21,2.56,2.45,1.90,2.26,1.93,0.36,-0.33
  현금배당성향(%),16.53,28.29,26.13,21.65,18.20,13.43,-3.45,-4.77
