항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,370,351,"1,672","3,465","5,994",,73, 
  당기순이익(지배)＜당기＞,49.0,46.5,221.6,459.3,794.4,, , 
  보통주수정평균발행주식수＜당기＞,"12,728,534","12,728,534","12,728,534","12,728,534","12,728,534","12,728,534", , 
  우선주수정평균발행주식수＜당기＞,"525,000","525,000","525,000","525,000","525,000","525,000", , 
펼치기 BPS,"20,370","20,441","22,324","26,593","32,750",,23, 
  자본총계(지배)＜당기＞,"2,689.1","2,698.5","2,947.1","3,510.7","4,323.4",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"12,728,534","12,728,534","12,728,534","12,728,534","12,728,534",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"472,870","472,870","472,870","472,870","472,870",, , 
펼치기 CPS,-201,"-3,386","-1,277","5,721","-5,386",,-194, 
  영업활동현금흐름＜당기＞,-26.6,-448.8,-169.3,758.2,-713.9,, , 
  보통주수정평균발행주식수＜당기＞,"12,728,534","12,728,534","12,728,534","12,728,534","12,728,534","12,728,534", , 
  우선주수정평균발행주식수＜당기＞,"525,000","525,000","525,000","525,000","525,000","525,000", , 
펼치기 SPS,"12,873","15,474","23,421","36,002","65,957",,83, 
  매출액＜당기＞,"1,706.2","2,050.8","3,104.1","4,771.5","8,741.7",, , 
  보통주수정평균발행주식수＜당기＞,"12,728,534","12,728,534","12,728,534","12,728,534","12,728,534","12,728,534", , 
  우선주수정평균발행주식수＜당기＞,"525,000","525,000","525,000","525,000","525,000","525,000", , 
펼치기 PER,20.87,19.45,4.69,2.66,2.62,,-1.55, 
  보통주수정주가(기말)＜당기＞,"7,720","6,830","7,850","9,220","15,700","12,900", , 
  EPS＜당기＞,370,351,"1,672","3,465","5,994",, , 
펼치기 PBR,0.38,0.33,0.35,0.35,0.48,,38.27, 
  보통주수정주가(기말)＜당기＞,"7,720","6,830","7,850","9,220","15,700","12,900", , 
  BPS＜당기＞,"20,370","20,441","22,324","26,593","32,750",, , 
펼치기 PCR,-38.47,-2.02,-6.15,1.61,-2.91,,-280.85, 
  보통주수정주가(기말)＜당기＞,"7,720","6,830","7,850","9,220","15,700","12,900", , 
  CPS＜당기＞,-201,"-3,386","-1,277","5,721","-5,386",, , 
펼치기 PSR,0.60,0.44,0.34,0.26,0.24,,-7.06, 
  보통주수정주가(기말)＜당기＞,"7,720","6,830","7,850","9,220","15,700","12,900", , 
  SPS＜당기＞,"12,873","15,474","23,421","36,002","65,957",, , 
펼치기 EV/EBITDA,19.39,25.56,6.64,2.42,2.78,,14.84, 
  EV＜당기＞,"1,350.9","1,670.3","2,067.4","1,603.9","3,290.6",, , 
  EBITDA＜당기＞,69.7,65.3,311.4,663.6,"1,185.5",, , 
펼치기 DPS,350,250,350,750,900,,20, 
  현금DPS,350,250,350,750,900,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,4.53,3.66,4.46,8.13,5.73,,-2.40, 
  현금배당성향(%),94.74,71.42,20.96,18.65,14.99,,-3.67, 
