항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,283,412,706,128,617,,383, 
  당기순이익(지배)＜당기＞,82.7,120.3,206.4,37.4,180.3,, , 
  보통주수정평균발행주식수＜당기＞,"29,228,750","29,228,750","29,228,750","29,228,750","29,228,750","29,228,750", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"6,366","7,855","8,186","8,167","9,293",,14, 
  자본총계(지배)＜당기＞,"1,860.6","2,270.8","2,364.4","2,328.8","2,624.6",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"29,228,750","28,908,590","28,883,076","28,514,997","28,243,022","28,243,022", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,364",625,"2,045",912,"2,110",,132, 
  영업활동현금흐름＜당기＞,398.8,182.8,597.8,266.4,616.8,, , 
  보통주수정평균발행주식수＜당기＞,"29,228,750","29,228,750","29,228,750","29,228,750","29,228,750","29,228,750", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"19,287","19,278","17,776","14,733","17,680",,20, 
  매출액＜당기＞,"5,637.4","5,634.7","5,195.6","4,306.4","5,167.7",, , 
  보통주수정평균발행주식수＜당기＞,"29,228,750","29,228,750","29,228,750","29,228,750","29,228,750","29,228,750", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,18.37,13.56,8.08,46.07,10.86,,-76.42, 
  보통주수정주가(기말)＜당기＞,"5,200","5,580","5,710","5,890","6,700","6,970", , 
  EPS＜당기＞,283,412,706,128,617,, , 
펼치기 PBR,0.82,0.71,0.70,0.72,0.72,,-0.03, 
  보통주수정주가(기말)＜당기＞,"5,200","5,580","5,710","5,890","6,700","6,970", , 
  BPS＜당기＞,"6,366","7,855","8,186","8,167","9,293",, , 
펼치기 PCR,3.81,8.92,2.79,6.46,3.17,,-50.87, 
  보통주수정주가(기말)＜당기＞,"5,200","5,580","5,710","5,890","6,700","6,970", , 
  CPS＜당기＞,"1,364",625,"2,045",912,"2,110",, , 
펼치기 PSR,0.27,0.29,0.32,0.40,0.38,,-5.21, 
  보통주수정주가(기말)＜당기＞,"5,200","5,580","5,710","5,890","6,700","6,970", , 
  SPS＜당기＞,"19,287","19,278","17,776","14,733","17,680",, , 
펼치기 EV/EBITDA,5.83,5.87,5.68,5.03,2.78,,-44.66, 
  EV＜당기＞,"2,510.4","2,698.8","1,879.6","1,848.2","1,672.4",, , 
  EBITDA＜당기＞,430.4,459.8,331.1,367.7,601.3,, , 
펼치기 DPS,200,220,370,240,270,,13, 
  현금DPS,200,220,370,240,270,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,3.85,3.94,6.48,4.07,4.03,,-0.04, 
  현금배당성향(%),70.66,52.92,51.77,183.13,42.29,,-140.84, 
