항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"2,766","1,302","1,280",-515,"3,048",,692, 
  당기순이익(지배)＜당기＞,237.1,111.6,109.7,-44.1,261.2,, , 
  보통주수정평균발행주식수＜당기＞,"8,570,000","8,570,000","8,570,000","8,570,000","8,570,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"36,995","37,475","37,702","36,457","39,391",,8, 
  자본총계(지배)＜당기＞,"3,116.3","3,154.1","3,172.1","3,045.9","3,287.1",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,423,653","8,416,605","8,413,485","8,354,669","8,344,869","8,344,869", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,336,"4,176","1,644","6,423","-3,114",,-148, 
  영업활동현금흐름＜당기＞,28.8,357.9,140.9,550.4,-266.8,, , 
  보통주수정평균발행주식수＜당기＞,"8,570,000","8,570,000","8,570,000","8,570,000","8,570,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"85,167","84,431","83,719","76,431","104,527",,37, 
  매출액＜당기＞,"7,298.9","7,235.8","7,174.7","6,550.2","8,958.0",, , 
  보통주수정평균발행주식수＜당기＞,"8,570,000","8,570,000","8,570,000","8,570,000","8,570,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,7.27,11.44,10.51,N/A,5.17,,122.55, 
  보통주수정주가(기말)＜당기＞,"20,100","14,900","13,450","11,800","15,750","16,150", , 
  EPS＜당기＞,"2,766","1,302","1,280",-515,"3,048",, , 
펼치기 PBR,0.54,0.40,0.36,0.32,0.40,,23.53, 
  보통주수정주가(기말)＜당기＞,"20,100","14,900","13,450","11,800","15,750","16,150", , 
  BPS＜당기＞,"36,995","37,475","37,702","36,457","39,391",, , 
펼치기 PCR,59.90,3.57,8.18,1.84,-5.06,,-375.35, 
  보통주수정주가(기말)＜당기＞,"20,100","14,900","13,450","11,800","15,750","16,150", , 
  CPS＜당기＞,336,"4,176","1,644","6,423","-3,114",, , 
펼치기 PSR,0.24,0.18,0.16,0.15,0.15,,-2.40, 
  보통주수정주가(기말)＜당기＞,"20,100","14,900","13,450","11,800","15,750","16,150", , 
  SPS＜당기＞,"85,167","84,431","83,719","76,431","104,527",, , 
펼치기 EV/EBITDA,4.77,4.98,6.39,7.94,5.22,,-34.30, 
  EV＜당기＞,"2,719.7","2,063.9","2,658.2","2,169.4","3,124.5",, , 
  EBITDA＜당기＞,570.3,414.2,416.3,273.2,598.9,, , 
펼치기 DPS,750,900,900,700,"1,200",,71, 
  현금DPS,750,900,900,700,"1,200",, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,3.73,6.04,6.69,5.93,7.62,,1.69, 
  현금배당성향(%),26.65,67.88,69.02,-105.13,38.34,,143.47, 
