항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,792,-398,504,"1,359","1,007","2,520",-26,150
  당기순이익(지배)＜당기＞,317.0,-159.2,201.5,543.6,402.9,"1,008.0", , 
  보통주수정평균발행주식수＜당기＞,"40,000,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"7,242","6,633","6,914","9,382","12,066","10,866",29,-10
  자본총계(지배)＜당기＞,"2,853.1","2,604.3","2,714.6","3,683.4","4,737.4","4,266.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"39,397,017","39,261,787","39,261,787","39,261,787","39,261,787",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"2,395",363,"3,623","2,753","-1,694","4,543",-162,368
  영업활동현금흐름＜당기＞,957.9,145.2,"1,449.2","1,101.3",-677.5,"2,631.0", , 
  보통주수정평균발행주식수＜당기＞,"40,000,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"61,557","63,037","68,417","69,949","69,972","83,380",0,19
  매출액＜당기＞,"24,623.0","25,215.0","27,366.7","27,979.5","27,989.0","33,352.0", , 
  보통주수정평균발행주식수＜당기＞,"40,000,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,13.57,N/A,14.65,5.64,7.37,2.64,30.70,-64.18
  보통주수정주가(기말)＜당기＞,"10,750","8,010","7,380","7,660","7,420","6,650", , 
  EPS＜당기＞,792,-398,504,"1,359","1,007","2,520", , 
펼치기 PBR,1.48,1.21,1.07,0.82,0.61,0.61,-24.69,-0.47
  보통주수정주가(기말)＜당기＞,"10,750","8,010","7,380","7,660","7,420","6,650", , 
  BPS＜당기＞,"7,242","6,633","6,914","9,382","12,066","10,866", , 
펼치기 PCR,4.49,22.07,2.04,2.78,-4.38,1.46,-257.46,133.42
  보통주수정주가(기말)＜당기＞,"10,750","8,010","7,380","7,660","7,420","6,650", , 
  CPS＜당기＞,"2,395",363,"3,623","2,753","-1,694","4,543", , 
펼치기 PSR,0.17,0.13,0.11,0.11,0.11,0.08,-3.17,-24.78
  보통주수정주가(기말)＜당기＞,"10,750","8,010","7,380","7,660","7,420","6,650", , 
  SPS＜당기＞,"61,557","63,037","68,417","69,949","69,972","83,380", , 
펼치기 EV/EBITDA,5.39,6.38,4.34,4.60,4.77,2.83,3.67,-40.77
  EV＜당기＞,"6,574.0","6,522.0","7,361.4","6,843.8","9,344.8","6,724.0", , 
  EBITDA＜당기＞,"1,219.4","1,023.0","1,697.4","1,486.7","1,958.3","2,379.0", , 
펼치기 DPS,220,220,250,250,250,,0, 
  현금DPS,220,220,250,250,250,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.05,2.75,3.39,3.26,3.37,3.76,0.11,0.39
  현금배당성향(%),27.34,-54.26,48.71,18.06,24.36,9.92,6.31,-14.44
