항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"3,670","-1,752","2,458","3,732","2,310","1,407",-38,-39
  당기순이익(지배)＜당기＞,615.0,-293.5,413.2,627.8,403.9,250.0, , 
  보통주수정평균발행주식수＜당기＞,"16,758,544","16,758,544","16,811,491","16,821,290","17,484,644","17,774,535", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"12,492","10,526","12,164","15,211","18,240","15,922",20,-13
  자본총계(지배)＜당기＞,"2,093.5","1,764.1","2,046.1","2,558.7","3,242.0","2,830.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"16,758,544","16,758,544","16,821,290","16,821,290","17,774,535","17,774,535", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,436","1,300","2,431","3,844","1,862","2,307",-52,24
  영업활동현금흐름＜당기＞,240.6,217.8,408.7,646.6,325.6,360.0, , 
  보통주수정평균발행주식수＜당기＞,"16,758,544","16,758,544","16,811,491","16,821,290","17,484,644","17,774,535", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"20,806","20,265","22,848","19,872","22,705","25,992",14,14
  매출액＜당기＞,"3,486.8","3,396.1","3,841.1","3,342.7","3,969.8","4,620.0", , 
  보통주수정평균발행주식수＜당기＞,"16,758,544","16,758,544","16,811,491","16,821,290","17,484,644","17,774,535", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,4.16,N/A,12.39,7.96,14.42,21.33,81.18,47.95
  보통주수정주가(기말)＜당기＞,"15,250","42,150","30,450","29,700","33,300","30,000", , 
  EPS＜당기＞,"3,670","-1,752","2,458","3,732","2,310","1,407", , 
펼치기 PBR,1.22,4.00,2.50,1.95,1.83,1.88,-6.49,3.21
  보통주수정주가(기말)＜당기＞,"15,250","42,150","30,450","29,700","33,300","30,000", , 
  BPS＜당기＞,"12,492","10,526","12,164","15,211","18,240","15,922", , 
펼치기 PCR,10.62,32.43,12.53,7.73,17.88,13.01,131.43,-27.27
  보통주수정주가(기말)＜당기＞,"15,250","42,150","30,450","29,700","33,300","30,000", , 
  CPS＜당기＞,"1,436","1,300","2,431","3,844","1,862","2,307", , 
펼치기 PSR,0.73,2.08,1.33,1.49,1.47,1.15,-1.87,-21.30
  보통주수정주가(기말)＜당기＞,"15,250","42,150","30,450","29,700","33,300","30,000", , 
  SPS＜당기＞,"20,806","20,265","22,848","19,872","22,705","25,992", , 
펼치기 EV/EBITDA,6.17,19.72,12.34,8.17,12.96,11.82,58.67,-8.74
  EV＜당기＞,"2,455.9","6,863.4","6,213.8","5,918.9","6,584.5","5,912.4", , 
  EBITDA＜당기＞,398.4,348.0,503.4,724.8,508.2,500.0, , 
펼치기 DPS,0,800,"1,000","1,100","1,200",,9, 
  현금DPS,0,800,"1,000","1,100","1,200",, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,1.90,3.28,3.70,3.60,3.67,-0.10,0.06
  현금배당성향(%),0.00,-45.67,40.71,29.47,52.81,78.21,23.34,25.39
