항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,127,60,51,58,61,,5, 
  당기순이익(지배)＜당기＞,45.9,21.5,18.3,21.1,22.0,, , 
  보통주수정평균발행주식수＜당기＞,"35,930,773","35,930,773","35,930,773","35,930,773","35,930,773","35,930,773", , 
  우선주수정평균발행주식수＜당기＞,"200,000","200,000","200,000","200,000","200,000","200,000", , 
펼치기 BPS,"1,662","1,710","1,781","1,823","1,857",,2, 
  자본총계(지배)＜당기＞,600.5,617.7,643.5,658.6,671.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"35,930,773","35,930,773","35,930,773","35,930,773","35,930,773",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"200,000","200,000","200,000","200,000","200,000",, , 
펼치기 CPS,432,-29,202,95,302,,216, 
  영업활동현금흐름＜당기＞,156.1,-10.4,72.8,34.5,109.1,, , 
  보통주수정평균발행주식수＜당기＞,"35,930,773","35,930,773","35,930,773","35,930,773","35,930,773","35,930,773", , 
  우선주수정평균발행주식수＜당기＞,"200,000","200,000","200,000","200,000","200,000","200,000", , 
펼치기 SPS,"4,556","4,171","4,129","4,125","4,488",,9, 
  매출액＜당기＞,"1,646.3","1,507.0","1,491.7","1,490.5","1,621.4",, , 
  보통주수정평균발행주식수＜당기＞,"35,930,773","35,930,773","35,930,773","35,930,773","35,930,773","35,930,773", , 
  우선주수정평균발행주식수＜당기＞,"200,000","200,000","200,000","200,000","200,000","200,000", , 
펼치기 PER,22.63,38.90,53.27,87.51,62.28,,-28.83, 
  보통주수정주가(기말)＜당기＞,"2,875","2,320","2,695","5,100","3,800","3,745", , 
  EPS＜당기＞,127,60,51,58,61,, , 
펼치기 PBR,1.73,1.36,1.51,2.80,2.05,,-26.88, 
  보통주수정주가(기말)＜당기＞,"2,875","2,320","2,695","5,100","3,800","3,745", , 
  BPS＜당기＞,"1,662","1,710","1,781","1,823","1,857",, , 
펼치기 PCR,6.65,-80.21,13.37,53.42,12.58,,-76.45, 
  보통주수정주가(기말)＜당기＞,"2,875","2,320","2,695","5,100","3,800","3,745", , 
  CPS＜당기＞,432,-29,202,95,302,, , 
펼치기 PSR,0.63,0.56,0.65,1.24,0.85,,-31.51, 
  보통주수정주가(기말)＜당기＞,"2,875","2,320","2,695","5,100","3,800","3,745", , 
  SPS＜당기＞,"4,556","4,171","4,129","4,125","4,488",, , 
펼치기 EV/EBITDA,11.44,11.31,12.55,20.41,13.32,,-34.75, 
  EV＜당기＞,"1,371.2","1,137.8","1,257.8","2,128.7","1,432.9",, , 
  EBITDA＜당기＞,119.9,100.6,100.2,104.3,107.6,, , 
펼치기 DPS,,,,,,, , 
  현금DPS,,,,,,, , 
  주식DPS,,,,,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
