항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,708","1,833",793,403,"4,768",,"1,084", 
  당기순이익(지배)＜당기＞,20.7,22.3,9.6,4.9,57.9,, , 
  보통주수정평균발행주식수＜당기＞,"1,214,878","1,214,878","1,214,878","1,214,878","1,214,878",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"26,404","28,014","28,118","28,484","33,420",,17, 
  자본총계(지배)＜당기＞,320.8,340.3,341.6,346.0,406.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"1,214,878","1,214,878","1,214,878","1,214,878","1,214,878",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"1,588","5,046","2,059","2,170",-634,,-129, 
  영업활동현금흐름＜당기＞,19.3,61.3,25.0,26.4,-7.7,, , 
  보통주수정평균발행주식수＜당기＞,"1,214,878","1,214,878","1,214,878","1,214,878","1,214,878",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"50,437","58,972","61,004","63,650","86,240",,35, 
  매출액＜당기＞,612.8,716.4,741.1,773.3,"1,047.7",, , 
  보통주수정평균발행주식수＜당기＞,"1,214,878","1,214,878","1,214,878","1,214,878","1,214,878",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,10.07,11.10,27.05,50.68,6.28,,-87.61, 
  보통주수정주가(기말)＜당기＞,"17,200","20,350","21,450","20,400","29,950","29,600", , 
  EPS＜당기＞,"1,708","1,833",793,403,"4,768",, , 
펼치기 PBR,0.65,0.73,0.76,0.72,0.90,,25.13, 
  보통주수정주가(기말)＜당기＞,"17,200","20,350","21,450","20,400","29,950","29,600", , 
  BPS＜당기＞,"26,404","28,014","28,118","28,484","33,420",, , 
펼치기 PCR,10.83,4.03,10.42,9.40,-47.22,,-602.17, 
  보통주수정주가(기말)＜당기＞,"17,200","20,350","21,450","20,400","29,950","29,600", , 
  CPS＜당기＞,"1,588","5,046","2,059","2,170",-634,, , 
펼치기 PSR,0.34,0.35,0.35,0.32,0.35,,8.36, 
  보통주수정주가(기말)＜당기＞,"17,200","20,350","21,450","20,400","29,950","29,600", , 
  SPS＜당기＞,"50,437","58,972","61,004","63,650","86,240",, , 
펼치기 EV/EBITDA,7.86,8.21,20.14,35.67,7.00,,-80.38, 
  EV＜당기＞,329.8,311.9,331.3,304.4,452.0,, , 
  EBITDA＜당기＞,42.0,38.0,16.4,8.5,64.6,, , 
펼치기 DPS,100,100,100,100,100,,0, 
  현금DPS,100,100,100,100,100,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.58,0.49,0.47,0.49,0.33,,-0.16, 
  현금배당성향(%),5.86,5.46,12.61,24.84,2.10,,-22.74, 
